"avg_rating","movie_year","movie_cluster","movie_avgScore"
3.797654,1989,726,3.982
4.153846,2003,261,3.211
3.61,1997,813,3.859
2.90625,2003,88,3.233
3.932203,1993,537,3.282
3.834356,1988,260,3.38
3.702703,2004,350,3.751
3.54375,2005,307,3.443
3.826087,1998,208,3.777
3.821918,2005,308,3.53
3.573529,1992,100,3.495
4.307692,1998,274,3.531
3.98338,2005,428,3.8
3.957787,2003,506,3.567
3.903226,2002,178,3.358
4.818182,1997,299,4.033
4.2,1998,646,3.701
3.769231,2004,133,3.542
4.108108,1993,133,3.957
4.62963,1988,466,4.125
4.054688,2001,247,3.707
3.963636,1993,251,3.776
3.486486,1991,135,4.405
3.677273,2005,603,3.43
3.578475,2003,195,3.37
3.636364,2003,632,3.311
4.5,1997,68,3.935
3.5,2003,531,3.982
3.8,2005,3,4.071
4.11236,2005,710,3.598
3.732673,2004,375,3.131
2.944444,2005,78,3.128
3.933333,2003,281,3.947
3.555556,2005,710,3.598
3.206897,1994,31,4.145
4.347826,2005,284,3.23
3.032258,1995,447,3.536
3.787234,2004,417,3.077
2.457895,1973,692,2.867
3.246667,2000,409,3.513
3.62474,1998,535,3.72
2.801471,1994,45,4
3.478261,2003,53,3.619
3.375465,2004,329,4.534
2.608696,2004,444,3.284
3.921951,2002,448,3.973
3.330435,2005,250,3.558
3.9375,1968,307,3.673
2.625,2005,284,3.23
3.465116,2004,776,4.165
3.461538,1996,959,3.718
4.392638,2004,776,4.165
3.075269,1991,331,3.515
3.445652,2004,585,2.936
3.331683,1976,856,4.212
3.565611,2003,284,3.512
3.884615,1945,136,3.75
3.888889,1984,33,4.068
3.662824,2004,176,3.31
2.529412,2004,553,3.369
3.804979,2005,371,3.739
3.333333,2002,674,3.138
2.955975,2000,500,3.274
3.520468,1993,133,3.957
3.36291,1999,132,3.16
4.4,2004,42,3.468
4.209115,2005,44,3.724
4.807018,2004,350,3.751
4.058442,2004,498,3.634
3.898551,2001,148,4.435
3.981481,2005,603,3.43
4.120482,1999,511,3.74
2.72973,2004,133,3.542
3.875,1995,318,3.652
4.721053,2005,284,3.23
4,2002,563,3.554
3.876623,1988,237,3.666
4.428571,1995,103,4.135
3.847594,2001,241,4.088
3.705882,2003,519,4.428
3.408537,2002,218,3.588
3.223629,2005,44,3.724
3.587302,2002,275,3.45
4.238532,1998,167,4.232
3.169811,2004,224,2.857
3.844358,2004,427,4.582
3.73913,2002,129,3.443
3.96,1944,478,4.045
3.913043,2004,647,3.533
3.720812,2004,444,3.284
3.780899,2002,344,3.8
2.924242,2005,220,2.992
3.641221,1987,580,3.971
3.472727,2004,242,3.584
4.098039,2005,605,3.668
3.326923,2000,641,3.701
3.589258,2002,200,3.55
4.054393,2002,494,4.447
4.132701,2005,3,4.071
3.265683,2004,967,3.875
3.672414,1996,577,3.448
3.728814,2004,567,3.838
3.926829,1991,773,4.125
4.594595,2004,498,3.634
3.6,2001,706,3.185
3.351923,2004,40,3.338
3.52,1999,107,3.629
3.086207,2004,379,4.309
3.325,2004,132,4.194
3.780488,1995,209,4.294
4.038084,1999,531,3.619
3.625,2001,627,3.893
3.88785,1999,564,3.786
3.520661,2001,270,3.351
3.941558,1973,3,3.912
3.714286,2005,307,3.443
3.360856,2004,992,3.809
3.72956,2001,223,3.569
2.861111,1990,491,3.649
4.344828,2005,424,4.237
3.195323,1990,507,3.892
3.857143,2000,259,3.689
3.785714,2003,298,2.756
3.704545,2003,447,3.537
3.142857,1997,343,3.617
3.361404,2004,560,3.275
3.740741,1992,580,3.814
3.545119,2005,88,3.482
4.166667,2003,318,3.755
3.977273,2001,729,3.406
3.830508,2004,279,3.601
3.919192,1997,691,3.889
3.037453,1990,661,3.478
4.404959,1984,741,3.702
3.465116,2003,454,4.095
3.568627,2005,252,2.938
3.107527,2000,649,3.627
3.438776,2000,402,3.542
3.945736,1992,160,4.004
4.37037,2004,329,4.534
4.075472,2004,292,3.496
4.063636,2004,308,3.992
3.395604,1998,783,3.509
3.727069,1978,519,3.625
3.141593,2003,454,4.095
3.92381,2005,615,3.292
4.02197,2004,776,4.165
4.115789,1998,376,3.83
3.717472,2000,503,3.784
3.350427,2003,29,3.388
3.568182,2005,250,3.558
3.611111,2005,262,4.012
3.378582,2005,357,3.194
3.948718,2005,61,3.732
3.8,2004,982,3.493
3.981203,2005,758,3.524
3.746667,2004,292,3.496
3.55665,2004,337,3.874
3.864865,1978,52,3.893
2.714286,2004,608,3.435
4.257471,2004,521,4.186
3.307467,2004,647,3.533
4.096774,1991,598,3.483
2.96793,2001,215,3.317
4.135135,1999,272,2.856
3.977778,1975,149,3.801
3.928571,2003,255,3.549
2.2,1989,214,3.858
3.393085,2002,145,2.778
3.904908,1980,33,3.809
3.6,2005,131,3.438
3.18018,2005,522,3.137
3.342105,2005,460,3.225
4.78125,1968,703,3.603
3.332464,2004,636,3.364
3.426966,2004,318,4.108
3.730769,2005,710,3.598
3.966292,2002,494,4.447
3.522727,2005,22,3.406
3.590909,2004,706,3.679
3.10917,2000,259,3.689
3.267606,2002,462,3.059
3.410029,2002,127,3.117
3.80695,1988,466,4.125
3.819512,1999,95,3.202
2.81262,1984,536,3.986
3.700855,2002,285,3.974
3.458333,2004,113,2.602
2.75,2002,674,3.335
3.62069,1966,539,3.413
3.443478,2002,448,3.973
3.419355,2003,541,2.646
3.391304,1981,203,3.665
2.844472,2004,493,3.492
2.840909,1999,110,3.552
3.066489,2004,895,2.989
2.88,2004,992,3.809
3.230337,2005,137,3.668
3.771134,2005,136,3.383
3.741379,2005,307,3.443
3.420538,2002,819,4.456
3.886792,2003,17,3.974
3.94958,2004,285,3.609
3.347059,2005,615,3.292
4.139759,2005,604,3.677
5,2001,752,4.513
3.556122,2004,417,3.077
4.17551,2005,368,2.983
3.204545,2002,212,3.818
3.84375,2002,801,3.335
3.953488,1984,25,3.825
4.35,1998,646,3.701
3.627451,2003,410,3.248
3.905983,2003,284,3.512
3.608696,1992,639,3.21
3.704348,2003,65,3.137
4.04918,2005,710,3.598
3.520174,2002,191,3.623
3.82996,2004,285,3.398
3.80212,1991,440,4.111
2.657143,2004,539,3.593
4.292553,1999,614,3.496
4,1956,133,3.934
3.844828,2004,423,3.581
3.974719,2004,519,4.47
4.274566,2005,603,3.43
3.466346,2000,38,3.693
3.852941,2004,786,3.681
3.894737,2000,329,4.253
2.983471,1970,95,3.142
3.890411,2004,608,3.435
2.915952,1997,201,4.062
3.5875,2004,480,4.01
4.159806,2003,973,2.789
3.974619,1999,471,4.056
3.111111,2005,4,3.554
3.175,2004,71,3.254
3.925759,2005,230,3.569
4.341463,1992,439,3.51
4.642857,1986,24,3.828
3.788018,2005,424,4.237
3.884058,1995,386,3.716
3.955556,2000,409,3.425
4.111888,2000,218,3.783
3.977723,2005,186,3.287
4.269122,2005,259,3.677
3.333333,2003,447,3.537
4.731844,1946,357,3.906
3.342342,2004,285,3.398
4.136943,1988,750,3.242
3.989583,2005,88,3.298
3.725596,2000,576,2.79
4.067797,2004,450,3.695
3.595238,1995,209,4.294
4.033841,2005,325,3.413
3.693424,2005,131,3.438
3.85567,1984,652,3.871
3.313725,1987,781,3.655
3.344595,1999,350,2.994
3.540984,1999,669,3.85
4.02439,2004,757,3.299
3.369565,2002,706,3.017
3.545842,2004,497,2.667
3.670157,2004,401,3.514
3.472222,2004,498,3.634
3.419355,2004,132,4.194
4.300699,2002,415,3.751
3.369231,2000,409,3.425
3.723881,2003,618,4.248
4.058824,1998,165,3.25
3.686131,1971,555,3.765
3.770134,2005,618,3.594
4.172023,1999,239,3.698
3.413043,1991,91,3.536
3.989305,1995,178,3.429
4.056466,1982,611,2.944
4.6875,1989,214,3.858
3.478261,1958,254,3.711
3.213389,2004,42,3.468
3.514286,1983,563,3.771
3.903226,1998,291,3.451
3.18018,2005,603,3.43
3.88764,2004,417,3.077
4.693274,1999,243,3.714
4.754717,2001,49,3.478
4.820896,2001,2,2.903
4.742857,1998,291,3.451
3.825688,2004,724,3.585
4.137681,2001,599,3.975
3.948718,1962,901,4.086
4.454545,1951,534,3.885
3.288136,2002,706,3.017
3.548533,2005,210,4.076
4.344538,1996,258,3.811
3.660959,2004,337,3.874
3.413043,2004,659,2.925
3.497175,2000,177,4.078
3.884956,2003,88,3.233
3.785714,2003,331,3.44
3.65,2004,417,3.077
4.306667,2003,675,3.044
3.995,2005,4,3.554
3.888889,1996,636,3.73
3.555556,1998,535,3.72
3.72067,2002,537,3.793
4.027027,2002,428,3.673
4.4,2004,132,4.194
3.15,1992,639,3.21
3.224719,1998,467,3.321
3.334225,2004,423,3.581
3.536965,2003,631,3.349
3.327869,2004,895,2.989
2.865654,1991,649,2.966
3.181818,2005,186,3.287
4.045455,2005,88,3.482
3.472414,1990,209,3.905
3.139616,1973,48,3.618
3.285714,1990,491,3.649
4.164773,1997,348,3.148
3.685897,2001,553,4.051
3.444444,2004,69,3.363
3.248,1975,490,3.886
3.647059,1992,344,3.129
4.25779,2004,746,3.765
3.6,2003,653,3.165
4,2004,377,3.374
3.709677,2005,230,3.569
3.080645,1995,141,3.934
3.808824,1987,580,3.971
3.951613,2003,402,3.326
4.122344,2004,916,3.457
4.214286,1979,134,3.539
3.794872,1964,693,3.804
4.27027,1964,788,3.848
3.747423,1980,33,3.809
4.060976,2003,17,4.068
3.284753,2004,135,3.311
3.447717,1998,806,3.534
4.152174,2001,729,3.406
3.847458,1993,227,3.486
3.277778,2002,344,3.8
3.474747,1978,75,3.519
4.7,1996,413,3.436
3.77907,2005,841,4.306
3.304608,1935,70,3.935
3.969072,2004,457,3.629
3.66129,2004,776,4.165
3.528,2004,50,4.418
3.186441,2004,329,4.534
3.747967,2003,464,3.321
3.502688,1976,406,3.703
2.675,2004,363,3.556
3.827411,2003,661,3.136
4.087719,2004,377,3.374
3.38806,2004,627,3.176
3.602899,1981,529,4.191
3.921212,2002,448,3.723
3.560606,2004,521,4.186
4.733333,2005,62,4.014
3.105263,2003,22,3.721
4.45283,2005,142,3.529
3.33462,2003,641,3.586
3.236364,2004,627,3.176
3.666667,2005,243,3.784
3.955854,2004,176,3.251
3.588235,2002,306,4.472
3.430341,2003,774,3.551
3.571649,2002,148,4.703
3.875,2004,88,3.58
3.526882,2005,424,4.237
3.8,2004,42,3.468
4.363636,1999,107,3.629
3.846831,2005,368,2.983
3.865979,2004,480,4.01
3.105263,2003,681,3.547
2.475309,1971,42,3.169
3.777778,1951,52,3.587
3.358974,2003,779,3.435
3.862275,2005,460,3.225
3.563739,1991,399,3.568
4.253659,2004,659,2.925
3.133333,2003,17,3.974
3.222222,2005,11,3.248
4.09434,2004,133,2.91
3.444444,1999,132,3.16
3.5,2005,428,3.8
4.008746,2002,452,4.096
3.534483,2005,44,3.724
4.214286,2004,350,3.751
3.55,2001,757,3.635
3.763158,1996,157,3.624
4.016,2005,13,3.932
4.305419,2002,135,4.336
3.561644,2004,42,3.468
3.714286,2003,632,3.311
4.333333,2002,255,3.453
3.891089,2003,261,3.211
4.322034,2002,332,3.781
4.444444,1995,685,3.776
3.416667,1995,96,4.352
3.742188,2004,498,3.634
4.478261,2001,58,4.289
3.895833,1998,291,3.451
3.854839,2001,417,3.184
3.497175,2001,471,3.525
3.810651,1998,418,4.001
4.871212,1974,44,3.686
3.947776,2005,417,3.512
3.615385,2004,539,3.593
3.986957,2005,61,3.732
3.030933,2005,746,2.225
4.184615,2002,86,2.953
4.086957,2001,52,3.619
4.263158,2001,281,3.25
3.761905,1976,735,3.69
4.056604,1987,63,3.294
2.82381,2004,189,3.556
4.653846,2003,244,3.038
3.494318,2002,332,3.781
3.881356,2004,279,3.601
3.648289,2004,498,3.634
3.37037,1982,173,3.5
3.708772,1990,841,3.607
3.235955,1999,393,3.963
3.542986,1984,678,4.19
3.533123,2005,131,3.438
3.75,1993,280,3.191
3.543478,1990,221,2.825
3.687813,1984,88,3.957
3.4,1992,439,3.51
3.851923,1996,6,3.477
4.145299,1998,153,2.998
3.754217,2004,408,3.906
3.787671,2005,210,4.076
3.043478,2003,172,3.932
3.293629,1988,134,2.708
3.391304,2004,401,3.514
3.458333,2002,428,3.673
4.231884,2005,62,4.014
2.179128,1990,397,4.284
4.225,2003,281,3.947
4.338983,2004,450,3.695
2.985116,1995,873,2.933
3.370712,2003,326,2.657
3.566667,1993,101,3.597
3.255814,2001,52,3.619
3.764706,2005,259,3.677
3.809524,1967,282,3.946
3.5,2004,350,3.659
2.90991,2002,428,3.673
3.840336,2002,415,3.751
3.325472,2005,22,3.406
2.970464,2001,31,4.149
4.146667,2004,450,3.695
2.769231,2001,473,3.183
4.048387,1998,520,3.332
3.153846,1994,791,4.094
3.679487,1974,219,2.848
4.044643,2004,178,3.479
3.166667,1995,266,3.238
3.297445,2004,420,2.869
2.921739,2003,480,4.154
3.461538,2001,909,3.433
3.62117,2001,770,3.728
3.222222,2003,280,2.987
3,1960,326,4.07
3.867021,2005,357,3.194
3.355491,2001,13,4.717
3.432489,2004,450,3.695
4,1996,25,3.056
3.63587,2005,863,3.825
3.553314,2004,279,3.601
4.3,2002,76,4.005
3.9,1999,52,4.325
4.638889,1998,646,3.701
3.612903,1999,753,3.764
3.227273,1986,86,3.489
4.578512,1980,80,4.065
3.240741,1995,178,3.429
3.714286,1998,149,3.665
3.57485,2000,211,2.926
3.212389,2005,841,4.306
2.954662,1925,680,3.813
2.455882,2005,308,3.53
3.60199,1997,813,3.859
3.91791,2002,200,3.55
3.571429,2004,444,3.284
4.008403,1998,221,3.209
4.085714,2005,22,3.406
3.583333,2002,350,3.788
3.021614,2005,137,3.668
3.811321,2005,810,3.93
3.914634,2005,325,3.413
3.653846,2004,521,4.186
3.434483,1968,10,3.546
2.743455,2002,254,3.438
2.678241,2004,239,3.036
4.19697,1987,133,4.299
4.060606,1978,542,3.908
3.489474,2004,757,3.299
3.721239,1992,332,4.007
3.835749,1989,262,3.64
3.367164,2003,921,3.104
4.046729,1999,332,4.449
3.615299,1982,427,3.846
3.100694,2002,229,2.937
4.401361,2002,129,4.141
3.668421,1986,123,3.435
3.140845,2004,786,3.681
4.40625,1988,255,3.569
3.336842,1974,133,4.404
3.78,2001,542,3.678
4.209932,1993,38,3.759
3.252964,1992,457,4.008
3.547826,2005,758,3.524
3.805195,2004,337,3.626
3.716814,2003,328,3.862
3.904762,2001,417,3.184
4.153846,2003,829,3.448
2.985019,2004,521,4.186
3.619048,1999,253,3.588
3.202899,2004,746,3.9
4.227273,2001,417,3.184
3.576923,1935,70,3.935
3.780856,1983,551,3.294
4.219512,1999,688,3.911
4.348837,1951,74,3.753
3.712794,2004,521,4.186
3.981308,1991,826,3.099
3.511111,2004,353,2.798
3.405405,2000,93,2.733
3.915916,1995,243,3.925
3.902439,1984,25,3.825
3.839286,1967,281,3.172
3.407407,1998,291,3.451
4.411765,2003,779,3.435
3.444444,1945,292,3.497
3.82963,2005,17,2.903
2.97561,2004,618,4.339
3.177258,2005,210,4.076
3.196262,1991,75,3.408
4.456033,2004,420,2.869
3.477273,2001,247,3.707
3.128079,2000,329,4.46
3.583333,1998,68,3.583
3.828358,2002,877,3.594
4.397674,1985,180,3.59
3.984375,1972,3,3.689
3.988636,1984,88,3.957
3.249123,2005,220,2.992
3.8125,1996,138,3.729
3.587989,2004,521,4.186
3.481144,1998,113,3.995
3.958333,2004,724,3.585
3.246575,1998,567,3.794
4.363636,1988,944,3.818
3.664516,2004,633,2.873
3.481283,2004,285,4.124
3.789474,2005,603,3.43
3.970588,2000,100,3.475
3.30719,1995,141,3.934
2.911765,2005,419,3.66
2.972509,1994,314,4.044
4.209677,2004,286,3.636
3.824675,1987,840,3.514
3.181208,1987,223,3.201
3.777108,1991,851,3.574
3.457831,1990,162,3.797
3.528571,2000,720,3.813
3.622754,2000,59,3.848
4.03263,1995,443,3.779
4.001776,1982,654,3.66
3.539084,2001,700,3.048
3.932203,2005,714,3.08
3.677419,1988,466,4.125
3.081952,2004,133,3.542
3.889474,1995,98,3.315
4.75,2005,424,4.237
3.439024,2004,799,3.52
3.0625,1998,708,3.506
3.555556,2004,627,3.176
3.872611,2004,434,3.471
4.192308,2003,488,3.256
3.428571,2004,133,3.542
3.419118,1988,317,3.643
3.387097,2002,448,3.973
4.121212,1964,317,3.362
2.225,2003,17,4.068
3.95935,1995,209,4.294
3.341912,2001,66,3.046
4.046154,2004,519,4.47
4.133333,2004,629,3.257
2.935484,2004,279,3.601
3.197396,1988,461,3.406
3.735714,2005,250,3.558
4.333333,1976,368,3.831
4.222222,1994,619,4.195
4.544776,2005,250,3.558
3.187739,2005,373,3.234
2.957746,2005,137,3.668
3.273535,2005,186,3.287
2.458333,1999,159,4.173
3.961538,1988,61,3.352
4.090909,2005,461,3.266
4.304348,1989,468,4.033
4.107744,1981,237,3.658
3.717514,2004,659,2.925
2.857143,1995,141,3.934
4.160494,2000,259,3.689
3.797654,1995,141,3.934
3.541284,1985,572,3.39
3.46875,2003,758,3.285
3.153846,1984,25,3.825
2.808081,2004,308,3.992
3.541568,2005,3,4.071
4.130435,2002,494,4.447
2.863436,2004,684,3.802
2.976744,2005,131,3.438
3.266667,1999,393,3.963
4.274021,1975,918,2.769
3.54023,1987,52,4.035
4.333333,1988,466,4.125
2.987179,2004,521,4.186
3.862069,1998,355,4.164
3.806122,2003,884,3.727
3.949495,2005,719,3.002
3.697674,2004,200,4.102
4.039773,1968,198,3.555
3.625,2004,492,3.549
3.75,2003,337,3.759
4.012448,1998,126,2.518
3.5,2000,499,2.989
4.842105,2001,417,3.184
3.921569,1990,744,3.13
3.854839,2003,281,3.947
4.754717,2004,521,4.186
2.931507,1978,52,3.393
3.8125,1999,554,3.69
3.434783,2001,329,4.444
3,2003,779,3.435
3.978448,1984,88,3.957
3.866048,1991,128,3.436
4.185567,1972,573,3.907
3,2005,44,3.724
3.107383,1988,750,3.242
4.119134,2004,456,3.728
3.859649,1999,729,3.066
4.358491,2005,78,3.128
4.154839,2000,32,4.169
3.681034,2004,706,3.679
3.918033,2001,599,3.975
3.811765,1996,139,3.587
4.097222,2004,379,4.309
3.352941,2004,84,3.027
2.652778,2005,22,3.406
3.831858,1992,284,3.547
4.013333,2004,400,2.992
3.173077,2004,337,3.874
4.188679,1990,166,2.757
4.46087,1995,255,3.785
3.187328,1983,95,3.874
3.496743,2004,895,2.989
3.258325,2003,20,3.326
3.977528,2005,357,3.194
3.77451,2005,444,2.66
3.553299,1984,536,3.986
3.670792,2004,560,3.563
3.971154,1994,42,3.454
4.010101,2002,671,2.913
2.940678,2005,710,3.598
4.105263,1998,68,3.583
3.634783,1990,302,3.763
3.784314,2005,758,3.524
3.944099,1990,397,4.284
3.27381,2005,424,4.237
2.884826,1999,764,3.191
3.666667,1999,554,3.69
3.407407,2003,195,3.37
3.39011,1989,443,3.577
3.476099,2004,423,3.942
3.224599,1972,274,2.751
3.290323,2004,115,3.026
3.232316,1998,26,4.063
4.013158,1983,848,4.011
3.482412,2002,704,3.444
3.263158,1999,733,3.391
4.055556,1984,678,4.19
3,1996,420,3.953
3.469907,2004,276,3.267
4.267606,1999,756,3.144
4.113475,2002,697,3.825
4.080851,2005,3,4.071
3.481928,2005,368,2.983
3.122807,1994,151,4.3
3.464286,2003,17,4.068
2.96875,2004,342,3.405
3.970588,1991,135,4.405
3.5,2000,655,3.276
3.543478,2003,365,3.694
3.937956,2005,4,3.554
3.787879,2001,449,3.401
3.6,2004,450,3.695
3.5625,2004,152,3.91
4.096552,1998,149,3.665
4.188679,2005,513,3.772
3.42246,2004,895,2.989
3.917241,2004,83,2.346
3.514286,1996,336,3.665
3.705882,2003,632,3.311
3.623482,2005,537,3.457
3.182482,2005,428,3.8
3.572222,1977,297,3.901
3.693333,1994,374,4.066
3.464161,2004,427,4.582
3.6,2004,115,3.026
4.125,1990,621,3.66
3.623529,2005,841,4.306
3.345455,1991,589,3.963
4.431034,1998,646,3.701
3.693069,2005,554,3.226
3.777778,2001,270,3.351
3.285714,2004,71,3.254
3.893617,2003,17,4.068
3.425263,2004,454,4.127
3.954545,2005,841,4.306
3.666667,2001,417,3.184
3.772727,2004,553,3.527
4.189189,2004,627,3.176
3.583501,2005,78,3.128
3.153846,1985,224,3.405
4.23301,2004,178,3.479
3.971326,2005,62,4.014
3.542751,1993,411,3.345
3.52,1992,160,4.004
3.826271,2004,627,3.176
3.45283,2002,648,4.251
4.158416,2003,124,4.27
3.75,1996,805,3.575
3.312925,1936,12,3.926
4.289474,1990,166,2.757
4.278912,1979,201,3.429
3.374359,1953,751,4.092
4.35,2003,281,3.947
3.53125,2004,285,3.609
3.536585,2000,402,3.542
4.029126,1950,249,3.945
3.690252,2003,531,3.982
3.127451,2004,377,3.374
3.266055,2005,841,4.306
3.04,2004,423,3.581
3.57732,2003,447,3.537
3.3,2000,674,3.611
4.161538,2002,351,3.486
4.153488,2004,363,3.556
3.617834,2003,284,3.512
2.5625,2003,164,2.854
3.704819,2004,659,2.925
3.171429,1980,80,3.308
3.189815,2002,546,3.591
3.981132,2005,44,3.724
3.901376,1999,243,3.714
3.303931,2004,375,3.131
3.475,2000,263,3.045
3.303571,1998,291,3.451
4.857143,1998,646,3.701
3.729839,1999,25,2.865
2.726835,1992,177,2.73
3.157895,1999,957,3.113
3.550239,2002,8,3.908
4.772727,2001,221,3.143
3.785553,2003,22,3.721
3.539604,1996,690,3.215
4.590909,2002,605,3.213
3.509434,2005,284,3.23
3.5,2004,428,3.716
2.861607,2004,937,2.721
3.618076,2004,776,4.165
4.151515,2005,17,2.903
3.597015,2005,3,4.071
3.222222,2002,563,3.554
3.133333,2000,100,3.475
4.071749,1994,25,3.219
3.908257,1993,38,3.759
3.586441,1995,561,3.962
4.15,2003,26,4.211
3.381818,2001,223,3.569
4,1935,130,4.068
3.583333,2002,660,3.34
4.300813,2004,521,4.186
3.445614,2003,779,3.435
3.810811,1991,589,3.963
3.323899,2003,604,3.686
3.592593,1995,821,3.595
4.315217,1988,718,3.526
3.701493,1957,329,4.117
3.830892,2002,332,4.11
4,1956,105,3.834
4.072727,1978,9,3.584
3.634146,2000,191,3.267
2.79646,1999,47,2.763
3.271784,1999,167,4.274
3.383966,2005,316,3.622
3.60473,2000,612,3.534
4.126521,1992,401,3.737
4.092883,1992,749,4.183
3.761364,1974,133,4.404
2.981378,2003,851,3.512
4.33913,2001,58,4.289
4.083333,2002,935,3.539
3.886866,1997,491,3.758
3.631579,2003,851,3.512
4.5,1982,402,3.18
3.333333,2004,832,4.145
3.263158,1998,646,3.701
2.921811,2003,454,4.29
2.862745,2005,307,3.443
3.95122,2001,247,3.707
3.264368,2002,777,3.785
3.436946,2005,28,2.849
4.255814,2005,841,4.306
3.727273,1993,101,3.597
3.157895,2003,202,2.383
3.544218,2003,255,3.549
3.618557,2001,173,4.219
3.348178,1999,88,4.231
3.483918,2005,710,3.598
4.36,1964,246,4.117
3.630769,2005,76,3.253
3.834025,2004,285,3.398
3.677419,2002,267,3.128
3.099057,1997,498,2.254
4.136364,2004,521,4.186
4.212121,2005,603,3.43
3.884793,1994,324,3.761
3.368421,2004,480,4.01
2.862069,2003,604,3.686
3.837037,2004,146,3.693
4.273381,1986,385,3.494
2.78022,2002,254,3.438
4.020202,1999,716,3.907
3.240741,1994,298,3.276
3.350282,2005,758,3.524
3.630573,1999,393,3.963
3.771429,2000,58,4.236
4.56,2004,203,2.918
3.933333,2000,329,4.46
4.078125,2003,759,3.383
3.893617,2002,27,3.823
3.777778,1995,286,3.255
2.935484,2004,608,3.435
3.984127,1994,105,3.566
3.435897,2005,300,2.267
3.845411,1968,10,3.546
3.815385,2004,982,3.562
3.888889,2005,3,4.071
3.533333,2004,428,3.716
3.79469,2005,659,3.473
2.823529,2003,22,3.721
3.431034,1994,408,3.543
3.814815,2001,417,3.184
3.787879,1996,192,3.707
3.589286,2000,259,3.689
3.822581,2003,17,3.703
3.755102,2004,147,2.737
3.909091,2005,48,2.476
3.255556,2004,633,3.228
3.800857,1982,636,3.826
3.464435,1967,7,4.138
3.13881,1994,383,2.475
3.390909,1966,70,4.035
4.894737,1999,107,3.629
3.373206,1990,166,2.757
4.173913,1998,718,3.358
3.848193,1988,641,3.656
3.816,1992,83,3.159
3.735294,2000,48,3.567
3.75,2005,428,3.8
3.547703,2005,210,4.076
3.863636,2004,776,4.165
3.504566,2005,368,2.983
3.658291,1984,536,3.986
4.034483,1983,200,4.461
3.482196,1980,151,3.556
3.823529,1998,68,3.583
4.1875,1998,964,3.761
4.133333,1990,397,4.284
4.155556,2003,172,3.932
3.05,1984,139,3.573
2.40625,1999,554,3.69
4.081081,1998,366,3.764
3.586957,2004,279,3.478
2.5,2004,444,3.284
2.981651,2003,284,3.512
3.972222,2005,250,3.558
3.345297,2003,52,2.842
3.857451,2002,569,3.714
3.932749,2004,337,3.874
4.114173,2004,239,3.036
3.3,1999,41,3.873
4.184211,1999,629,3.376
3.764706,2004,76,3.233
3.037037,2003,162,3.747
3.809524,2000,554,3.361
3.572409,2003,136,3.977
4.021739,2002,332,3.781
4.44863,1992,197,3.938
3.52,2003,281,3.947
3.556723,1998,281,3.394
4.058824,2001,50,3.374
3.86014,2004,133,3.542
4.076503,1998,989,3.887
3.880899,2004,133,2.926
3.779778,2005,746,2.225
3.445255,1996,805,3.575
4.206642,1997,133,3.667
3.884937,2003,90,3.517
3.351064,2000,32,4.169
2.803125,1995,96,4.352
3.239583,1969,318,3.478
3.854839,2005,308,3.53
3.838983,2004,401,3.514
4.142617,2003,409,3.38
3.683417,2005,62,4.014
3.818182,1934,221,4.026
3,2003,447,3.537
3.300971,2003,281,3.947
3.944444,2004,992,3.809
3.258806,1998,80,3.323
3.333333,2004,450,3.695
4.272727,2002,515,3.423
3.159236,2005,230,3.569
3.415094,2004,424,2.81
3.820607,1992,316,3.866
3.256757,2005,44,3.724
3.065476,2004,243,3.558
3.843373,2004,408,3.906
3.269231,2005,404,3.881
3.566667,2004,424,2.81
4.6,2003,234,3.545
3.698113,2003,26,4.211
3.6,2004,629,3.257
2.327869,2000,218,3.783
3.166667,1999,793,3.386
3.218085,2003,563,2.426
3.892857,2003,558,3.029
3.533333,2001,417,3.184
3.579208,1990,665,3.936
3.634146,2004,982,3.562
3.927419,1999,650,3.497
2.678571,2000,713,3.395
4.342222,2005,44,3.724
4.083333,1996,187,4.161
4.545977,2004,776,4.165
3.51087,1997,761,3.825
3.869919,2003,603,3.561
4.833333,2004,71,3.254
3.446429,2003,447,3.537
3.314655,1989,230,3.756
2.755102,2001,729,3.406
3.212766,2001,246,4.035
3.743243,2004,8,4.033
3.591216,2005,522,3.137
4.447059,1971,611,3.546
2.897436,1996,78,3.517
3.690476,1989,468,4.033
3.444444,2003,249,3.734
4,1992,639,3.21
4.308511,2004,450,3.695
2.253659,2001,801,3.006
3.666667,1954,218,4.241
4.470588,1987,365,3.486
3.857143,1994,151,4.3
3.28972,2004,178,3.479
4.029412,2005,4,3.554
3.292994,2004,560,3.563
3.541026,1975,446,3.128
3.330357,1976,315,3.474
3.732919,1982,636,3.826
3.904762,2000,259,3.689
3.44382,1983,563,3.771
3.93007,1999,716,3.907
3.909091,2005,714,3.08
3.297984,2004,560,3.563
4.006006,2004,279,3.601
3.643923,2004,350,3.659
3.467477,1976,210,3.678
3.710956,2005,309,3.763
3.963504,1997,175,3.476
3.756018,1988,372,3.672
3.756757,2004,515,3.675
3.014286,2005,659,3.473
3.731544,2005,284,3.23
3.969697,1999,110,3.552
4.151515,2003,29,3.762
3.113924,1986,650,3.499
3.388889,1994,626,3.596
3.347107,2004,706,3.679
3.573379,2003,511,3.48
4,1996,259,3.857
3.482143,2000,554,3.361
3.829493,2004,324,3.418
3.804878,1990,209,3.905
3.1875,2004,631,3.616
3.969697,1995,600,3.676
3.777778,2004,379,4.309
3.333333,2003,566,3.698
