"","X","year","name","cluster","avgScore"
"11089",11089,"2001","Monsters,Inc.",603,4.283961
"11090",11090,"1999","Stir of Echoes",239,3.698874
"11091",11091,"1996","3rd Rock from the Sun: Season 2",713,3.936102
"11092",11092,"2000","Dragon Ball Z: Trunks Saga",233,3.213987
"11093",11093,"1999","Chill Out",593,2.488
"11094",11094,"1956","Helen of Troy",25,2.967914
"11095",11095,"2000","The Prime Gig",326,2.924168
"11096",11096,"1998","Holy Man",597,2.732652
"11097",11097,"1961","The Twilight Zone: Vol. 4",340,4.008541
"11098",11098,"1987","Wish You Were Here",513,2.975904
"11099",11099,"1994","The Land Before Time II: The Great Valley Adventure",70,3.827126
"11100",11100,"1959","It Happened to Jane",865,3.649485
"11101",11101,"1999","One Day in September",114,3.802621
"11102",11102,"1998","Dogtown",568,2.359813
"11103",11103,"1987","Date With an Angel",730,2.777315
"11104",11104,"1945","Deanna Durbin: Lady on a Train",169,3.155556
"11105",11105,"1994","Mobile Fighter: G Gundam",385,3.68169
"11106",11106,"1994","Squanto: A Warrior's Tale",70,3.184
"11107",11107,"1978","Snake in the Eagle's Shadow",438,3.537065
"11108",11108,"2004","National Geographic: Inside the U.S. Secret Service",421,3.572714
"11109",11109,"2003","Chalte Chalte",706,3.508876
"11110",11110,"2001","Down to Earth",777,3.11587
"11111",11111,"1940","They Drive by Night",326,3.580696
"11112",11112,"1987","Karajan/Mutter: Vivaldi: Four Seasons",663,2.988235
"11113",11113,"1999","Jesus and the Shroud of Turin",34,3.744186
"11114",11114,"1954","20,000 Leagues Under the Sea",303,3.708024
"11115",11115,"2000","Genesis: The Bible",322,2.73913
"11116",11116,"2002","Live at Knebworth: Parts One,Two & Three",127,3.097902
"11117",11117,"2004","Miracle: Bonus Material",286,3.632353
"11118",11118,"1965","Harum Scarum",756,3.559194
"11119",11119,"1997","Wild America",393,3.598225
"11120",11120,"1996","The Truce",132,3.191176
"11121",11121,"1986","The Manhattan Project",739,3.551227
"11122",11122,"1963","Fun in Acapulco",436,3.605
"11123",11123,"2004","Thunderbirds",240,2.942285
"11124",11124,"1977","21 Up",84,4.006164
"11125",11125,"1975","The Jeffersons: Season 1",165,3.701991
"11126",11126,"2000","Oz: Season 4",293,4.285998
"11127",11127,"1998","Woo",81,2.745547
"11128",11128,"1976","New Fist of Fury",281,2.865116
"11129",11129,"1987","Celebrating Bird: The Triumph of Charlie Parker",135,3.311594
"11130",11130,"1980","Can't Stop the Music",4,2.377119
"11131",11131,"2004","Father of the Pride: The Complete Series",358,3.397388
"11132",11132,"2003","The Texas Chainsaw Massacre",758,3.28489
"11133",11133,"1995","Top Fighter",10,2.931373
"11134",11134,"2005","Diary of a Mad Black Woman",259,3.676244
"11135",11135,"1999","Dragon Tales: Adventures in Dragon Land",70,3.2875
"11136",11136,"2000","Deeply",787,2.946408
"11137",11137,"1996","Bogus",684,3.189333
"11138",11138,"1999","Spanish: Part 1: The Standard Deviants",196,2.87538
"11139",11139,"1992","Passenger 57",204,3.434482
"11140",11140,"2000","Peter Pan",25,3.381633
"11141",11141,"1971","The Last Picture Show",367,3.690264
"11142",11142,"1991","The Casebook of Sherlock Holmes",179,4.053625
"11143",11143,"1989","Portrait of Ireland",387,2.733945
"11144",11144,"1983","The Wind in the Willows",584,3.033493
"11145",11145,"2005","Viruddh",786,3.382813
"11146",11146,"1996","Menno's Mind",406,2.191176
"11147",11147,"1977","Short Eyes",333,2.682927
"11148",11148,"1996","The Land Before Time IV: Journey Through the Mists",126,4.2
"11149",11149,"2002","Maid in Manhattan",526,3.145374
"11150",11150,"1984","Faerie Tale Theatre: Aladdin and His Wonderful Lamp",20,2.818182
"11151",11151,"1997","Kicked in the Head",479,2.267606
"11152",11152,"1998","American History X",393,4.191832
"11153",11153,"1977","Jesus of Nazareth",859,3.877766
"11154",11154,"2000","Greatest Moments in Super Bowl History",201,3.030201
"11155",11155,"2000","UFC Hits: Ultimate Fighting Championship",413,3.51408
"11156",11156,"1976","Emanuelle in America",422,2.654989
"11157",11157,"2003","WWE: Trish Stratus: 100% Stratusfaction Guaranteed",371,3.655172
"11158",11158,"1993","Fatal Instinct",570,3.237693
"11159",11159,"1988","Growing up with Winnie the Pooh: Friends Forever",84,3.170543
"11160",11160,"1991","Jeeves and Wooster: Season 2",26,4.153
"11161",11161,"2000","The Next Best Thing",138,2.806653
"11162",11162,"2001","Kung Fu Master",456,3.45625
"11163",11163,"1998","Nazca: Blades of Fate",421,2.950249
"11164",11164,"2000","Sex and the City: Season 3",58,4.236004
"11165",11165,"1968","2001: A Space Odyssey",303,3.796502
"11166",11166,"2004","A Very Long Engagement",488,3.627343
"11167",11167,"2003","One Tree Hill: Season 1",561,3.901977
"11168",11168,"1987","Opera",387,3.135215
"11169",11169,"1985","Wuthering Heights",286,2.649746
"11170",11170,"2001","Hush!",648,2.855046
"11171",11171,"1978","Jaws 2",490,2.939649
"11172",11172,"1997","Kundun",156,3.713021
"11173",11173,"2003","21 Grams",759,3.382686
"11174",11174,"1996","The War at Home",133,3.030211
"11175",11175,"1991","R.E.M.: This Film Is On",288,3.188119
"11176",11176,"1989","Honey,I Shrunk the Kids",197,3.55107
"11177",11177,"1989","Worth Winning",545,2.852713
"11178",11178,"1992","Brain Donors",209,3.328605
"11179",11179,"1998","Secrets of War: Air Wars",86,3.021053
"11180",11180,"1999","My Best Fiend: Klaus Kinski",61,3.642157
"11181",11181,"1999","Wild Cardz",469,2.318584
"11182",11182,"2003","Master and Commander: The Far Side of the World",357,3.54584
"11183",11183,"1991","White Fang",78,3.597348
"11184",11184,"1999","Ninja Resurrection",501,2.712135
"11185",11185,"1943","My Friend Flicka",845,3.387755
"11186",11186,"1992","Far and Away",287,3.571182
"11187",11187,"1987","21 Jump Street: Season 1",519,3.683861
"11188",11188,"1966","That Girl: Vol. 1",660,3.306636
"11189",11189,"2004","D-Day: The Total Story",50,3.52349
"11190",11190,"1938","Alexander's Ragtime Band",225,3.502146
"11191",11191,"1999","South Park: Season 3",674,4.280419
"11192",11192,"1996","Escape from L.A.",87,2.937627
"11193",11193,"1995","The Big Green",132,3.565291
"11194",11194,"1998","Johnny Skidmarks",757,2.476744
"11195",11195,"1956","Alexander the Great",113,2.779605
"11196",11196,"2003","Outkast: The Videos",185,3.578125
"11197",11197,"1944","The Mummy's Ghost / The Mummy's Curse",107,3.179283
"11198",11198,"1999","The Cider House Rules",152,3.786779
"11199",11199,"1989","The 'Burbs",447,3.306846
"11200",11200,"2004","Fairy Tales",423,2.234043
"11201",11201,"1998","An Alan Smithee Film: Burn Hollywood Burn",480,1.985782
"11202",11202,"1999","Initial D",660,4.266566
"11203",11203,"2004","Wishbone: Hot Diggety Dawg",691,3.12766
"11204",11204,"2002","Baby Einstein: Neighborhood Animals",338,3.922648
"11205",11205,"1993","Inspector Morse 27: The Day of the Devil",449,4.052514
"11206",11206,"1977","New York,New York",735,2.890749
"11207",11207,"1959","Invisible Invaders / Journey to the Seventh Planet: Double Feature",161,2.851351
"11208",11208,"1964","Gospel According to St. Matthew",713,3.197628
"11209",11209,"1983","Risky Business",182,3.718461
"11210",11210,"1973","A Charlie Brown Thanksgiving / The Mayflower Voyagers",130,3.65035
"11211",11211,"1997","Under the Skin",416,2.609121
"11212",11212,"2004","MotoGP 2004",268,3.780952
"11213",11213,"1998","Apt Pupil",575,3.181152
"11214",11214,"1987","La Bamba",365,3.485795
"11215",11215,"2005","Faith of My Fathers",729,3.240449
"11216",11216,"1991","Gundam 0083: Stardust Memory",857,4.253521
"11217",11217,"2003","The Beatles: Love Me Do",161,2.76087
"11218",11218,"1995","Now and Then",807,3.589799
"11219",11219,"1986","Legend: The Director's Cut",218,3.674075
"11220",11220,"1958","The Rifleman: Collection 1",813,3.469697
"11221",11221,"2003","The Music Man",569,3.563659
"11222",11222,"1994","Red",45,3.999524
"11223",11223,"1992","Mind of a Serial Killer: Nova",222,3.022161
"11224",11224,"1990","Good Evening Mr. Wallenberg",811,3.122581
"11225",11225,"1990","The Sheltering Sky",80,3.164441
"11226",11226,"2002","8 Women",685,2.93733
"11227",11227,"1969","True Grit",605,3.658581
"11228",11228,"1999","Second Sight: Series 1",669,3.846454
"11229",11229,"2002","Lone Hero",323,2.602094
"11230",11230,"1997","No. 3",807,3
"11231",11231,"2004","The Last Horror Movie",51,2.212828
"11232",11232,"2003","Streetball Classics: Vol. 1",337,2.755102
"11233",11233,"1975","Baretta: Season 1",302,2.896552
"11234",11234,"1998","Simon Birch",290,3.779899
"11235",11235,"1995","Shinjuku Triad Society",771,2.987179
"11236",11236,"1989","Quantum Leap: Season 2",464,4.062365
"11237",11237,"1996","Hercules: The Legendary Journeys: Season 3",177,3.865526
"11238",11238,"2001","The NBA's 100 Greatest Plays",133,3.498638
"11239",11239,"2000","Rockers",294,3.671388
"11240",11240,"2000","Baby Einstein: Language Nursery",338,3.333333
"11241",11241,"2005","AC/DC: Family Jewels",623,3.885892
"11242",11242,"1985","Brazil",233,3.783111
"11243",11243,"1982","Burden of Dreams",752,3.815081
"11244",11244,"1989","For Queen & Country",531,2.534161
"11245",11245,"1991","A Rage in Harlem",794,3.162083
"11246",11246,"2000","Possessed",471,2.871369
"11247",11247,"1997","Touching Evil: Series 2",398,4.078905
"11248",11248,"1989","The Dream Team",866,3.484991
"11249",11249,"2001","The Natural History of the Chicken",95,3.426667
"11250",11250,"2001","Say It Isn't So",4,2.939394
"11251",11251,"2002","Porn Theatre",212,2.38171
"11252",11252,"1996","Cadfael: The Devil's Novice",386,3.951365
"11253",11253,"1994","Gate to the Mind's Eye",185,2.861345
"11254",11254,"1999","Inspector Gadget",280,2.828472
"11255",11255,"2000","Suspicious River",669,2.469613
"11256",11256,"2003","Malibu's Most Wanted",603,2.81597
"11257",11257,"1996","Original Gangstas",475,2.745146
"11258",11258,"1999","First Love and Other Pains / One of Them",187,2.39527
"11259",11259,"1997","Shooting Fish",604,3.080121
"11260",11260,"2004","Khakee",865,3.445972
"11261",11261,"1936","Secret Agent",754,3.125
"11262",11262,"1999","Brokedown Palace",1,3.353881
"11263",11263,"2002","The Country Bears",281,3.072547
"11264",11264,"2000","Backstage",802,3.195652
"11265",11265,"2001","The Princess Diaries (Widescreen)",553,3.570778
"11266",11266,"1993","Mad Dog and Glory",262,2.912362
"11267",11267,"1993","The Temp",158,2.809666
"11268",11268,"2000","Andromeda: Season 1",471,3.511233
"11269",11269,"2002","Stricken",845,1.682759
"11270",11270,"1987","Magnificent Warriors",801,2.819588
"11271",11271,"1994","Friends: Season 1",167,4.079366
"11272",11272,"2003","Arthur Saves the Day",868,3.037879
"11273",11273,"1970","I Drink Your Blood",598,2.92268
"11274",11274,"1962","Cartouche",3,2.976
"11275",11275,"2001","Suze Orman: The Road to Wealth",564,3.081731
"11276",11276,"2002","My Wife is an Actress",91,3.25549
"11277",11277,"1997","The Rainmaker",493,3.817912
"11278",11278,"1999","Fever",137,2.127962
"11279",11279,"2000","Frequency",610,3.734414
"11280",11280,"2004","Visions of Italy",733,3.405229
"11281",11281,"1958","Laurel & Hardy",645,3.699694
"11282",11282,"1988","Little Nikita",123,3.218
"11283",11283,"1994","Forrest Gump",151,4.299842
"11284",11284,"2002","Casino",176,3.289308
"11285",11285,"2003","Triumph the Insult Comic Dog: Come Poop with Me",201,2.824871
"11286",11286,"1994","White Fang 2: Myth of the White Wolf",78,3.11038
"11287",11287,"1986","The Golden Girls: Season 2",332,3.886405
"11288",11288,"1993","Golden Balls",811,2.736364
"11289",11289,"1997","Fleetwood Mac: The Dance",161,3.684746
"11290",11290,"2003","Bob the Builder: Tool Power!",28,3.393365
"11291",11291,"2004","Billy Blanks: Tae Bo: Cardio Circuit 2",168,3.298113
"11292",11292,"1949","Little Women",123,3.869676
"11293",11293,"1992","Storyville",781,2.892857
"11294",11294,"2000","Barney: Come on Over to Barney's House",208,2.903323
"11295",11295,"1997","Perfect Blue",655,3.555604
"11296",11296,"1997","The Canterville Ghost",307,2.605769
"11297",11297,"2004","Janet Jackson: From Janet to Damita Jo: The Videos",722,3.428571
"11298",11298,"2004","Sesame Street: A Celebration of Me,Grover!",26,2.969925
"11299",11299,"2004","Gad Guard",56,3.284722
"11300",11300,"2000","Out of Time",689,2.829268
"11301",11301,"1973","The Wicker Man",569,3.260371
"11302",11302,"2003","Joni Mitchell: Woman of Heart and Mind",584,3.9501
"11303",11303,"1985","Vision Quest",435,3.438752
"11304",11304,"2003","NBA Street Series: Dunks!: Vol. 1",575,3.445205
"11305",11305,"2002","Queen: Greatest Video Hits 1",185,3.705069
"11306",11306,"1997","Casey's Shadow",838,3.194444
"11307",11307,"2003","The Barbarian Invasions",447,3.65646
"11308",11308,"2002","Company",22,3.668235
"11309",11309,"2000","Ready to Rumble",383,2.809194
"11310",11310,"1954","Varietease",803,2.344828
"11311",11311,"2003","Red Hot Chili Peppers: Live at Slane Castle",184,3.86637
"11312",11312,"1998","Mystery Kids",603,2.863636
"11313",11313,"1996","Evita",817,3.159672
"11314",11314,"2004","The Manchurian Candidate",553,3.527308
"11315",11315,"2000","Rules of Engagement",251,3.766328
"11316",11316,"1999","Where the Truth Lies",136,2.854545
"11317",11317,"2001","Me Without You",870,3.070145
"11318",11318,"1922","Nanook of the North",13,3.833164
"11319",11319,"2003","Revenge in Olympia",45,2.069091
"11320",11320,"1992","Home Improvement: Season 2",180,3.735975
"11321",11321,"1986","Born to Defense",441,3.231092
"11322",11322,"1949","Abbott & Costello: Africa Screams",691,3.331027
"11323",11323,"2003","Shanghai Knights",402,3.326163
"11324",11324,"2004","Comic Party",718,3.582996
"11325",11325,"1999","Instinct",624,3.474863
"11326",11326,"2002","The Trials of Henry Kissinger",553,3.690141
"11327",11327,"1979","Fearless Hyena 2",175,2.951724
"11328",11328,"1999","Eric Clapton & Friends in Concert: The Crossroads Benefit",92,3.682498
"11329",11329,"2001","Stripped",638,2.110215
"11330",11330,"1950","Martin & Lewis: At War with the Army",201,2.848889
"11331",11331,"1989","In Country",505,2.900131
"11332",11332,"1955","Blackboard Jungle",802,3.714286
"11333",11333,"1972","Now You See Him,Now You Don't",678,3.609555
"11334",11334,"1994","Cirque du Soleil: Saltimbanco",617,3.668682
"11335",11335,"2000","Just a Question of Love",581,3.887892
"11336",11336,"1972","Doctor Who: The Three Doctors",277,3.891738
"11337",11337,"1999","American Pie",511,3.739393
"11338",11338,"1994","Little Odessa",740,2.825283
"11339",11339,"2005","Larva",304,2.729323
"11340",11340,"1988","Johnny Be Good",757,2.748954
"11341",11341,"1984","Night Patrol",118,2.374302
"11342",11342,"2004","Dev",558,3.167582
"11343",11343,"1995","Fall Time",689,2.5
"11344",11344,"2004","Hockey Mom",180,2.4
"11345",11345,"2004","Corpses",297,1.652542
"11346",11346,"1972","Fat Albert and the Cosby Kids: The Original Animated Series: Vol. 1",637,3.813421
"11347",11347,"1986","Legal Eagles",580,3.067675
"11348",11348,"2004","Carmen Electra's Fit to Strip",427,3.313155
"11349",11349,"1986","Mr. Vampire 2",120,2.633094
"11350",11350,"2005","Urban Legends: Bloody Mary",315,2.946336
"11351",11351,"1997","The Haunted Lantern",82,2.474576
"11352",11352,"1973","The Day of the Dolphin",255,3.129298
"11353",11353,"1999","Indigo Girls: Live at the Fillmore,Denver",374,3.226804
"11354",11354,"1992","Mississippi Masala",328,3.430613
"11355",11355,"1966","Alvarez Kelly",793,3.104803
"11356",11356,"1987","Dragnet",57,3.139764
"11357",11357,"2001","Discovering Spain",122,2.489796
"11358",11358,"2001","Dead Awake",746,2.383562
"11359",11359,"1950","The Flowers of St. Francis",467,3.256757
"11360",11360,"2004","Globe Trekker: Scotland",248,3.3
"11361",11361,"2004","Weezer: Video Capture Device",20,3.651852
"11362",11362,"2000","Kids in the Hall: Same Guys,New Dresses",792,3.396341
"11363",11363,"2004","Farmingville: POV",704,3.31028
"11364",11364,"2000","Homicide: The Movie",697,3.418888
"11365",11365,"1966","Gamera: Return of the Giant Monsters / The Magic Serpent",371,3.019108
"11366",11366,"2002","The Master of Disguise",439,2.397145
"11367",11367,"2005","WWE: Divas 2005",193,3.340081
"11368",11368,"2004","Texhnolyze",128,3.257732
"11369",11369,"1996","The Vicar of Dibley: Series 2 and Specials",148,4.094501
"11370",11370,"2002","Blue's Clues: Get to Know Joe!",238,3.805627
"11371",11371,"2000","Survivor Exposed",669,1.811355
"11372",11372,"1990","Blue Steel",523,3.1581
"11373",11373,"2004","Meet the Creeps: Outrageous Hidden Camera Comedy",279,2.315789
"11374",11374,"1999","The Ring Virus",320,2.593939
"11375",11375,"2000","The Convent",59,2.35206
"11376",11376,"2003","Head of State",342,2.999114
"11377",11377,"2001","Chilly Dogs",574,2.782222
"11378",11378,"1934","It Happened One Night",865,4.01066
"11379",11379,"1999","The Fabulous Story of the Cuban Cigar",95,2.991803
"11380",11380,"1997","Edie and Pen",659,2.795918
"11381",11381,"2000","Moving Target",753,2.549296
"11382",11382,"2000","Longshot",267,2.572917
"11383",11383,"1977","George Carlin: On Location With George Carlin",672,3.896872
"11384",11384,"1996","Sgt. Bilko",359,3.005294
"11385",11385,"2004","Unstoppable",638,3.333109
"11386",11386,"2004","Doug Stanhope: Deadbeat Hero",115,3.087379
"11387",11387,"1955","Teaserama",318,2.554622
"11388",11388,"1994","Quiz Show",327,3.562751
"11389",11389,"2001","Princess of Thieves",331,3.468852
"11390",11390,"1971","Black Beauty",507,3.892511
"11391",11391,"2003","The Work of Director Michel Gondry",352,4.135728
"11392",11392,"1996","The Young Poisoner's Handbook",467,3.310502
"11393",11393,"2004","Formula One Review 2004",808,3.630252
"11394",11394,"1975","The Story of Adele H.",439,3.274049
"11395",11395,"1992","Kickboxer 3 / Kickboxer 4: Double Feature",294,2.691358
"11396",11396,"2002","Ask This Old House: Season 1",302,3.433498
"11397",11397,"1986","Heartburn",578,3.247373
"11398",11398,"1980","Airplane!",33,3.809128
"11399",11399,"2002","The Chronicles of Riddick: Dark Fury",555,3.450392
"11400",11400,"2002","The Quiet American",347,3.482412
"11401",11401,"1999","The Thirteenth Floor",396,3.347911
"11402",11402,"2002","Clifford: Team Clifford and Rock N' Roll Clifford",23,3.058065
"11403",11403,"1973","Day for Night",687,3.626267
"11404",11404,"2002","MTV: The Real World You Never Saw: Chicago",222,2.729069
"11405",11405,"1998","Six Days,Seven Nights",674,3.098553
"11406",11406,"1990","King of New York: Special Edition (Widescreen)",31,3.653009
"11407",11407,"1997","Preaching to the Perverted",127,2.808511
"11408",11408,"2002","Love and a Bullet",616,2.786378
"11409",11409,"2001","The Holy Child",152,3.106383
"11410",11410,"2004","RFK: American Experience",511,3.652542
"11411",11411,"1991","To Play or to Die",628,2.490741
"11412",11412,"2002","Lone Star State of Mind",197,3.13242
"11413",11413,"1978","Who'll Stop The Rain",545,2.781781
"11414",11414,"2000","Ocean Oasis: IMAX",245,3.340102
"11415",11415,"1986","The Super Ninja",59,2.5125
"11416",11416,"1975","Doctor Who: The Ark in Space",352,3.600372
"11417",11417,"1999","4 Dogs Playing Poker",568,2.841026
"11418",11418,"1999","Bridge of Dragons",752,2.663793
"11419",11419,"1997","David Searching",443,2.431818
"11420",11420,"1990","Miami Blues",842,3.044255
"11421",11421,"2000","Audition",791,3.294856
"11422",11422,"2000","The Lost Empire",281,2.903766
"11423",11423,"1998","Little Dieter Needs to Fly",201,3.840989
"11424",11424,"1996","Zero Woman: Assassin Lovers",564,2.576
"11425",11425,"2003","The Big Empty",310,2.758685
"11426",11426,"2001","Pootie Tang",166,2.821311
"11427",11427,"1990","Miller's Crossing",77,3.757982
"11428",11428,"2004","This So-Called Disaster",41,2.639535
"11429",11429,"1971","The Brotherhood of Satan",310,2.346154
"11430",11430,"2005","Starforce",239,1.868056
"11431",11431,"1988","The Boost",375,2.971631
"11432",11432,"1953","Robot Monster",111,2.841629
"11433",11433,"2000","The Journey of Jared Price",177,3.253648
"11434",11434,"1994","Vive L'Amour",109,2.876712
"11435",11435,"1969","Paint Your Wagon",264,3.583267
"11436",11436,"1995","Super Atragon",611,2.859649
"11437",11437,"2000","Survival: Learn to Become a Survivor in the Wild",129,2.55
"11438",11438,"1968","Doctor Who: The Mind Robber",352,3.64539
"11439",11439,"2000","An Everlasting Piece",461,3.231946
"11440",11440,"1998","From the Edge of the City",671,2.727343
"11441",11441,"2002","Alone",130,1.852941
"11442",11442,"1985","Lost in America",576,3.280121
"11443",11443,"2002","Harry Potter and the Chamber of Secrets",187,4.045155
"11444",11444,"1957","Attack of the Crab Monsters",559,2.926606
"11445",11445,"2002","Home Alone 4: Taking Back the House",369,2.924159
"11446",11446,"1994","Little Women",123,3.760929
"11447",11447,"1983","Doctor Detroit",373,3.265625
"11448",11448,"2004","Popeye 75th Anniversary Collector's Edition",376,2.861111
"11449",11449,"1955","The Big Knife",132,2.958763
"11450",11450,"2005","Andre the Giant",416,3.413793
"11451",11451,"1999","The Iron Giant: Special Edition",317,3.854376
"11452",11452,"2001","Puni Puni Poemy",734,3.265306
"11453",11453,"2005","Suicide Girls: The First Tour",17,3.316062
"11454",11454,"2003","9 Souls",849,2.980198
"11455",11455,"1995","Boy Meets World: Season 3",519,3.83835
"11456",11456,"1994","Babylon 5: Season 1",124,4.042729
"11457",11457,"2001","Uprising: Bonus Material",753,2.864
"11458",11458,"2004","Rugrats All Grown Up: Interview with a Campfire",24,3.08
"11459",11459,"1985","'Allo 'Allo!: Series 2",741,3.957237
"11460",11460,"1962","Trial and Error",168,2.731092
"11461",11461,"2001","Follow the Stars Home",352,3.622291
"11462",11462,"1991","Mortal Thoughts",571,2.97881
"11463",11463,"1974","Deranged / Motel Hell (Double Feature)",13,3.048013
"11464",11464,"2002","Femme Fatale",137,2.785349
"11465",11465,"1926","Alfred Hitchcock: Sabotage and The Lodger",58,3.538571
"11466",11466,"2000","Nightfall",118,1.9819
"11467",11467,"1962","How the West Was Won",197,3.5625
"11468",11468,"2004","Layer Cake",746,3.503463
"11469",11469,"1986","Sledge Hammer!: Season 1",427,3.462882
"11470",11470,"1998","Inspector Morse 32: The Wench Is Dead",449,4.074331
"11471",11471,"2002","Incubus: The Morning View Sessions",463,3.718919
"11472",11472,"1979","The Long Good Friday",44,3.509091
"11473",11473,"1996","The Sorcerer Hunters",468,3.365639
"11474",11474,"2005","Before They Were Kings: Vol. 2",161,2.5
"11475",11475,"2003","The Very Best of America's Funniest Comedians",227,2.624039
"11476",11476,"1995","Choke",750,3.671088
"11477",11477,"1956","D-Day: The Sixth of June",50,3.413519
"11478",11478,"2003","Biker Boyz",305,3.078398
"11479",11479,"2001","Head Over Heels",170,3.429383
"11480",11480,"1965","The Dick Van Dyke Show: Season 5",709,4.005973
"11481",11481,"1994","Burned Bridge",18,2.854701
"11482",11482,"1972","The Merchant of Four Seasons",615,3.029326
"11483",11483,"2004","Strawberry Shortcake: Adventures on Ice Cream Island",559,3.714032
"11484",11484,"2001","At Home with the Braithwaites: Series 2",450,3.27
"11485",11485,"1980","The Blue Lagoon",173,3.132889
"11486",11486,"1991","Once Around",63,3.361481
"11487",11487,"2005","The Wiggles: Sailing Around the World",601,2.700935
"11488",11488,"1975","Wodehouse Playhouse: Series 1",476,3.03869
"11489",11489,"1994","Sister My Sister",331,2.901306
"11490",11490,"1992","A League of Their Own",599,3.733984
"11491",11491,"2004","A Perfect Circle: Amotion",358,3.630952
"11492",11492,"2003","Sesame Street: Fiesta!",368,3.140704
"11493",11493,"2000","Newsbreak",735,2.154762
"11494",11494,"1928","Sex in Chains",536,1.947368
"11495",11495,"1975","The Stepford Wives",353,3.273523
"11496",11496,"1983","Staying Alive",466,2.806697
"11497",11497,"1998","Outrage",640,2.710227
"11498",11498,"1980","He Knows You're Alone",476,2.547619
"11499",11499,"1960","Peter Pan",25,3.488971
"11500",11500,"1978","Butterflies: Series 1",636,3.439024
"11501",11501,"2001","The Miles Davis Story",825,3.838182
"11502",11502,"2003","Blind Horizon",720,2.803585
"11503",11503,"2003","Penn & Teller: Bullsh*t!: Season 1",767,3.864726
"11504",11504,"2003","Joggers' Park",248,2.625767
"11505",11505,"2003","H.H. Holmes: America's First Serial Killer",203,2.755682
"11506",11506,"2000","Computer Animation Extravaganza",391,2.89313
"11507",11507,"2001","Lizzie McGuire",764,3.621882
"11508",11508,"2003","Dennis Miller: The Raw Feed",818,3.109914
"11509",11509,"1990","Die Hard 2: Die Harder: Bonus Material",621,3.635054
"11510",11510,"1966","Modesty Blaise",650,2.297071
"11511",11511,"1992","Basket Case 3: Progeny",425,2.697674
"11512",11512,"1999","An Extremely Goofy Movie",504,3.366362
"11513",11513,"1987","Vampires in Havana",66,2.842949
"11514",11514,"1998","Artemisia",500,3.566857
"11515",11515,"1997","Rudyard Kipling's The Second Jungle Book: Mowgli and Baloo",222,2.891566
"11516",11516,"1997","Invasion",67,2.695055
"11517",11517,"1991","Hangin' with the Homeboys",170,2.951456
"11518",11518,"2002","Secret Things",346,2.958841
"11519",11519,"2000","Son House and Bukka White: Masters of the Country Blues",153,3.079545
"11520",11520,"2001","Tales From the Neverending Story: The Gift",148,2.825328
"11521",11521,"2002","Lord of the Rings: The Two Towers",148,4.460577
"11522",11522,"2002","Queer as Folk: Season 2",190,3.929398
"11523",11523,"1961","The Twilight Zone: Vol. 9",340,4.165309
"11524",11524,"1995","You're Invited to Mary-Kate and Ashley's Greatest Parties",371,3.266833
"11525",11525,"1996","Aladdin and the King of Thieves",427,3.866774
"11526",11526,"1963","The Nutty Professor",569,3.188303
"11527",11527,"1998","Teletubbies: Go! Exercise with the Teletubbies",112,3.026316
"11528",11528,"1996","Ed",234,2.63285
"11529",11529,"1967","Hells Angels on Wheels",577,2.638298
"11530",11530,"1996","Last Man Standing",442,3.079832
"11531",11531,"2001","Conspiracy",176,3.546557
"11532",11532,"1968","The Charge of the Light Brigade",95,2.953564
"11533",11533,"1998","The Temptations",158,3.895098
"11534",11534,"1989","Edge of Sanity",774,2.469388
"11535",11535,"2001","Hyperspace",578,3.532359
"11536",11536,"2005","IFC TV Uncut: New Season Sneak Preview",187,1.944785
"11537",11537,"1999","Love Stinks",568,3.292965
"11538",11538,"1996","Fetishes",266,2.836653
"11539",11539,"1996","Dogs: The Rise and Fall of an All Girl Bookie Joint",450,2.123596
"11540",11540,"1958","Attack of the Puppet People",559,2.695946
"11541",11541,"1971","Jimi Plays Berkeley",513,3.672598
"11542",11542,"1987","French & Saunders: The Ingenue Years",556,3.447496
"11543",11543,"2000","Two of Us",452,2.741573
"11544",11544,"1987","The Witches of Eastwick",555,3.469834
"11545",11545,"2001","The Blair Thumb",59,2.72973
"11546",11546,"1957","Have Gun Will Travel: Season 1",767,3.735247
"11547",11547,"1997","The End of Violence",844,2.70101
"11548",11548,"1988","Appleseed",419,3.478495
"11549",11549,"1992","The Commish: Season 2",618,3.251701
"11550",11550,"1999","A Touch of Frost: Season 6",228,3.882682
"11551",11551,"1995","Neon Genesis Evangelion Collection",213,3.76531
"11552",11552,"1998","Scooby-Doo on Zombie Island",628,3.475762
"11553",11553,"1999","World War II in Color",142,3.259067
"11554",11554,"2003","Drive: My Life in Skateboarding",34,3.511765
"11555",11555,"2002","Swept Away",746,2.105229
"11556",11556,"2000","Biggest Wednesday",247,3.085366
"11557",11557,"1993","Wind Named Amnesia",659,3.024306
"11558",11558,"2005","WWE: New Year's Revolution",288,3.810959
"11559",11559,"2003","Bon Voyage",414,3.240232
"11560",11560,"1985","The Coca-Cola Kid",656,2.859122
"11561",11561,"2000","The Stepdaughter",553,2.282759
"11562",11562,"1994","Titanic: The Complete Story",876,3.753647
"11563",11563,"1989","Dragon Ball Z: Imperfect Cell Saga",483,3.413468
"11564",11564,"2005","Over There (Pilot)",63,3.676533
"11565",11565,"2004","Dead Meat",530,2.55144
