"movie_year","movie_cluster","movie_avgScore"
"1995",131,3.075753
"2001",603,4.283961
"1999",393,3.962955
"1992",160,4.003484
"1968",152,3.775037
"1999",943,3.200071
"1974",133,4.404166
"2002",274,3.350564
"1984",678,4.190613
"1994",151,4.299842
"2002",645,3.234633
"2004",532,2.981427
"2001",92,4.091973
"2003",255,3.549393
"2003",337,3.759005
"1997",811,4.164486
"1973",112,3.970474
"1998",581,3.50146
"2003",281,3.946369
"2002",148,4.703023
"1999",68,3.381892
"1983",200,4.460864
"1984",80,3.60105
"1993",88,4.08285
"2001",586,3.398229
"1999",355,3.067809
"2003",757,2.821985
"1939",601,4.170713
"1997",363,3.874878
"2000",100,3.475493
"1990",621,3.660001
"1994",180,3.069659
"1999",552,4.306806
"2004",786,3.680781
"2004",448,3.994086
"1994",186,3.621651
"1986",50,3.816901
"1981",748,3.842413
"1999",937,2.970127
"2004",423,3.580918
"2004",221,2.92042
"1995",379,4.371916
"1994",9,3.484791
"1999",735,2.87523
"2002",126,2.821625
"2002",763,2.65322
"2003",328,3.861951
"2003",9,3.551792
"1998",698,3.151437
"1984",741,3.703262
"1995",621,3.666299
"1986",340,2.969388
"2002",797,2.899578
"1998",926,3.092742
"2002",624,3.257889
"2002",598,3.347065
"1998",964,3.760764
"2000",720,3.813252
"2002",777,3.78504
"2002",148,4.703023
"1999",289,3.331738
"2002",462,3.059724
"2004",740,3.143065
"1990",533,3.350406
"2001",88,3.444269
"1991",649,3.616059
"1994",158,2.444498
"2004",659,2.924365
"2004",950,2.972778
"2002",183,3.879123
"1992",423,3.93789
"1989",380,4.135206
"1984",101,3.671385
"1994",678,3.599573
"1955",611,3.601169
"2001",781,3.288255
"1991",52,4.312076
"1995",557,3.728348
"2001",223,3.568607
"1998",773,3.307605
"1997",14,3.293512
"1983",563,3.770868
"2002",257,3.463843
"1986",291,3.985896
"2002",616,3.112348
"1987",25,3.338812
"1998",616,3.399838
"1995",286,3.254314
"1981",237,3.657448
"1989",944,3.708011
"1999",615,3.849987
"2000",336,2.648438
"1989",711,3.694913
"2004",358,3.442219
"1995",286,3.254314
"2000",806,3.179099
"1985",662,2.966171
"1967",540,3.759637
"2004",574,3.369578
"2000",409,3.425384
"2004",23,3.009153
"1987",554,3.799101
"1995",358,3.593476
"2004",606,3.432611
"1962",85,4.123799
"1988",328,3.547967
"1976",301,3.771539
"1987",428,3.386663
"2004",133,3.54105
"1998",855,3.194344
"2000",464,3.073068
"1990",221,4.085294
"2001",33,3.371528
"1996",252,3.389644
"2003",337,3.759005
"1977",312,3.152955
"1998",575,3.938465
"2001",247,3.706658
"1982",36,3.5547
"1991",367,3.542831
"1932",107,3.507773
"2000",448,3.387219
"2004",218,3.281468
"2000",503,3.784194
"2004",746,3.764314
"1993",184,3.703947
"1998",575,3.938465
"1994",524,3.967309
"2001",708,2.933951
"2002",428,3.673678
"1997",343,3.616492
"2003",177,4.009202
"2000",827,3.692869
"1995",640,3.603228
"2003",787,2.979341
"2002",469,2.987203
"1996",756,3.41503
"1988",718,3.526558
"1999",237,3.036176
"2002",546,3.590833
"2002",738,3.892671
"2004",308,3.992179
"1985",144,2.893528
"2003",63,2.947022
"2004",342,3.405063
"2003",582,3.783133
"2002",750,3.140555
"2000",613,3.152062
"2000",418,3.805556
"2003",22,3.720851
"1966",310,3.627867
"1983",563,3.770868
"1990",209,3.196047
"2000",136,3.152468
"2004",350,3.658373
"2000",610,3.734414
"2004",337,3.874524
"1986",617,4.06624
"1986",552,3.602059
"1992",686,4.224278
"2000",409,3.425384
"2003",326,3.3141
"2004",444,3.284135
"1985",59,4.053373
"1998",242,3.154825
"2004",450,3.694849
"2003",443,3.360761
"1995",149,3.683226
"1992",570,3.602605
"2001",705,3.080827
"1991",598,3.482967
"2004",967,3.875302
"1997",123,3.557391
"2002",318,3.824276
"1984",33,4.067393
"1982",106,4.145948
"2004",480,4.010509
"2004",21,2.978022
"2003",787,2.979341
"1980",190,3.288518
"1986",43,4.140457
"1976",897,3.585561
"2003",235,3.074956
"1976",318,3.644989
"1999",870,3.343035
"2000",966,3.750829
"2004",428,3.716396
"2001",283,3.925348
"1996",332,3.27509
"2000",676,3.574266
"1990",221,4.085294
"2001",505,3.517564
"1946",357,3.906472
"1962",555,3.746753
"1946",250,3.337378
"2003",406,3.914493
"1998",68,3.582925
"1992",86,3.769887
"2002",438,2.993749
"1960",783,3.877398
"2002",415,3.751165
"2001",687,3.347181
"2001",247,3.706658
"1991",769,3.628154
"1999",52,3.359726
"2005",424,4.23649
"1993",88,3.413157
"1964",66,3.246073
"2003",290,3.141581
"1997",167,3.708928
"2004",967,3.875302
"2004",221,3.875973
"2003",779,3.434634
"1990",491,3.649216
"1993",761,3.598541
"2004",285,3.398866
"1996",680,3.582555
"1986",596,2.913468
"2005",758,3.522703
"1994",207,3.714657
"2003",661,3.136057
"2003",447,3.536678
"1992",384,3.623882
"1961",549,4.031189
"2002",275,3.44999
"2001",511,3.492418
"2000",535,3.878465
"2004",353,2.797786
"1981",305,3.29302
"2001",352,3.768131
"1992",160,4.003484
"1989",214,3.858014
"1985",640,3.732186
"1969",489,3.64852
"1965",647,3.752478
"1977",515,3.762077
"1952",426,4.151791
"1991",826,3.998281
"1983",466,3.934691
"2001",603,3.323728
"2004",386,3.586301
"1990",491,3.649216
"2001",599,3.974806
"2004",133,2.926837
"2002",148,4.460577
"1935",584,3.768825
"1982",107,3.264683
"1997",383,4.175244
"1995",561,3.879983
"1995",254,3.814631
"1997",572,3.940682
"1981",622,3.469613
"2002",461,3.498408
"1987",93,3.540431
"2000",100,3.475493
"2002",428,3.673678
"1978",76,3.549903
"2004",165,2.993994
"1996",66,4.032409
"1999",118,4.030182
"2002",537,3.793098
"2000",554,3.3613
"1997",133,3.666294
"1981",215,3.285207
"1996",307,3.438131
"1964",246,4.116601
"1988",178,3.803171
"2004",509,3.105687
"2004",633,3.227422
"2000",234,2.693106
"2004",618,3.532322
"1996",107,3.770553
"1998",299,3.54595
"2004",308,3.992179
"1987",376,3.853505
"2000",22,3.130971
"2001",336,3.434391
"1996",669,3.847745
"1998",953,3.866579
"2001",557,3.684353
"1997",315,3.196091
"1996",669,3.847745
"1998",420,3.277637
"2000",58,4.236004
"1983",748,3.339224
"2001",105,3.25007
"2002",780,2.716965
"2001",89,4.448375
"1954",218,4.241076
"2000",526,2.633119
"1990",584,3.943568
"1996",129,3.773549
"2004",71,3.255195
"1996",209,3.260393
"2000",503,3.784194
"1981",590,3.846166
"2005",841,4.306278
"2001",599,3.974806
"1998",53,3.531605
"1961",86,3.717949
"2003",480,4.154146
"1984",718,3.764079
"1995",235,3.530882
"1997",81,3.474518
"2001",352,3.768131
"1989",752,3.813931
"1999",554,3.690123
"1986",194,4.076875
"2001",247,3.706658
"1989",748,3.199882
"1999",68,3.381892
"1999",118,4.030182
"1994",31,3.720104
"1977",515,3.762077
"1998",503,3.087719
"1996",78,3.517221
"1997",491,3.75777
"2005",615,3.292741
"2001",63,3.032425
"2004",88,3.57988
"2002",537,3.793098
"2003",406,3.55219
"2001",553,3.570778
"1975",149,3.801914
"1988",255,3.567892
"1988",386,3.839386
"1989",771,3.320542
"1943",503,3.436795
"1980",200,4.543761
"2002",168,3.452768
"2004",498,3.633877
"2001",351,3.451661
"1995",96,4.352089
"1996",259,3.857214
"1997",234,3.260204
"1998",130,3.13498
"2004",152,3.910232
"1986",291,3.985896
"1991",52,4.312076
"2002",526,3.145374
"2001",167,4.263977
"2003",319,2.981592
"1999",321,3.540641
"1985",507,4.117889
"1988",328,3.547967
"2005",841,4.306278
"1996",328,3.525801
"1999",393,3.962955
"2005",554,3.226142
"2001",620,3.534279
"1963",715,3.476881
"1976",301,3.771539
"1984",536,3.985602
"1981",336,4.50428
"2004",401,3.514684
"2004",95,3.688752
"1997",95,3.337349
"1988",980,3.52044
"1992",580,3.813993
"1994",31,4.134898
"1999",791,3.583343
"2001",511,3.492418
"2000",503,3.784194
"1999",444,3.607024
"1994",123,3.760929
"1996",763,3.616102
"2005",408,3.845098
"1997",363,3.874878
"2000",465,3.240412
"2002",76,4.005862
"2000",855,3.897963
"2003",281,3.317938
"2000",612,3.533859
"1997",383,4.175244
"2002",982,3.367374
"2002",739,3.034292
"1996",569,3.163385
"1983",466,2.806697
"2004",724,3.585474
"1985",790,3.441187
"2001",251,3.279928
"1994",25,3.219437
"2004",408,3.90588
"1994",317,4.59329
"1983",351,3.577101
"1976",898,3.347928
"2000",279,3.789395
"1992",384,3.623882
"1995",128,3.246851
"2002",537,3.793098
"2000",720,3.813252
"1994",314,4.043315
"2004",521,4.186571
"2003",318,3.755254
"1993",381,4.457542
"1990",925,3.309295
"2004",554,3.550247
"1996",25,3.174475
"2004",705,2.859825
"1965",64,3.406321
"1989",214,3.858014
"1989",316,4.056715
"2000",503,3.784194
"1999",723,3.440306
"1993",527,3.82545
"2001",246,4.034463
"1983",200,4.460864
"1992",86,3.769887
"2003",337,3.759005
"1962",553,3.858262
"2003",772,3.957143
"2001",669,2.645473
"1968",303,3.796502
"1994",355,4.111245
"1979",267,3.916896
"2002",408,3.871634
"2001",42,2.935657
"1996",180,3.518103
"2001",511,3.492418
"1990",491,3.649216
"1947",276,3.821906
"2003",365,3.694041
"2004",917,4.000262
"2004",647,3.531949
"1999",521,3.291348
"1991",769,3.628154
"2000",554,3.3613
"1994",685,3.270255
"2004",20,4.302546
"1987",781,3.655432
"1993",666,3.842654
"2001",625,4.115143
"1949",751,3.70489
"2004",579,2.696383
"1969",292,3.318274
"1990",334,3.309109
"2001",757,3.634672
"1995",139,3.459674
"1958",914,3.704061
"2004",521,4.186571
"1990",629,3.142806
"1970",40,3.783242
"1995",443,3.778766
"2000",554,3.3613
"2000",649,3.256433
"1993",841,3.475
"1987",580,3.971653
"2002",877,3.594035
"1999",810,3.546985
"1969",329,3.616216
"1959",387,3.707849
"2003",531,3.981915
"1998",670,3.079456
"2003",148,4.545413
"2000",474,3.204473
"1999",167,4.271315
"1989",468,4.032698
"2001",699,2.964044
"1963",820,3.825359
"1995",262,3.713077
"2002",210,3.208001
"2004",350,3.751418
"1989",483,3.413468
"1991",353,3.73651
"2001",729,3.406112
"1997",383,4.175244
"1991",851,3.093795
"1984",135,4.145889
"1999",521,3.291348
"1966",70,4.034571
"1982",945,3.918689
"1999",965,4.160507
"1993",562,3.36928
"1995",128,3.371914
"1998",519,3.780571
"1981",305,3.29302
"2003",284,3.512085
"2001",223,3.568607
"1982",9,3.682342
"2004",627,3.175679
"1997",176,3.646548
"2002",697,3.824967
"1968",835,3.954648
"1997",598,3.699458
"1999",887,3.629432
"1988",564,3.90673
"1996",332,3.27509
"1999",511,3.739393
"2004",337,3.874524
"2001",471,3.525831
"1977",834,3.3174
"1999",393,3.962955
"1960",491,3.603962
"1995",11,3.952801
"1999",321,3.540641
"1999",393,3.962955
"2002",397,3.280819
"1999",943,3.48652
"1995",158,3.263491
"1998",617,3.570983
"1973",130,3.65035
"2003",365,3.694041
"2003",9,3.551792
"1998",810,2.91924
"1998",32,3.532666
"2003",632,3.311109
"1999",200,3.603121
"2000",612,3.533859
"1995",98,3.315955
"1998",708,3.505587
"1975",930,3.596061
"1989",644,3.291793
"1999",723,3.440306
"2000",503,3.784194
"1954",320,3.533631
"2004",684,2.856567
"2004",379,4.309204
"1947",531,3.721298
"1994",624,3.467551
"1945",133,3.058824
"2001",586,3.398229
"2002",42,3.499955
"1996",761,3.473448
"1987",840,3.514051
"1986",654,3.447115
"1992",639,3.209763
"2004",132,4.194235
"1999",429,4.079143
"2001",267,4.052404
"2003",135,3.267555
"1973",636,3.679059
"1990",221,4.085294
"1992",265,3.248296
"2002",255,3.453337
"1999",615,3.849987
"1989",396,3.776885
"1988",70,3.971878
"1979",705,3.92349
"2004",285,3.398866
"1993",669,3.264219
"1991",276,3.633206
"1997",355,3.70976
"1992",717,4.018701
"1999",133,3.397656
"1988",209,3.692947
"2002",215,3.038423
"1992",745,3.628809
"2004",50,4.417131
"2000",720,3.813252
"2004",631,3.616261
"1994",760,3.041592
"2000",749,4.203065
"2001",909,3.433475
"1999",253,3.587593
"1999",554,3.690123
"1996",823,3.555231
"1964",86,3.984186
"2002",717,3.175086
"1997",260,3.597048
"1984",224,3.594421
"1983",391,4.100614
"2005",62,4.014265
"2003",589,3.866382
"2003",963,3.452573
"1994",592,3.659036
"1985",417,3.294304
"1978",563,4.061363
"1968",180,3.705017
"1992",717,4.018701
"2000",258,3.710076
"2004",332,3.223298
"1999",1000,3.470992
"1972",133,4.504222
"1998",299,4.294902
"1993",95,3.726693
"1998",177,3.867061
"1976",69,3.893239
"1976",551,3.954659
"2004",369,3.415611
"1989",214,3.858014
"1998",322,3.713286
"2004",428,3.716396
"2000",966,3.750829
"1996",436,3.509485
"1998",243,3.876095
"2002",515,3.423482
"2002",76,4.005862
"2002",801,3.334195
"2003",38,3.082665
"1998",129,3.553692
"1997",842,3.050598
"1987",554,3.799101
"1994",134,3.8615
"1983",200,4.460864
"2000",535,3.878465
"1985",949,3.869604
"2002",974,3.515046
"1999",118,4.030182
"2001",375,3.015317
"1994",408,3.543596
"2004",440,4.231087
"1998",291,3.450805
"1991",42,3.072524
"1994",653,2.842975
"2004",87,3.848485
"1998",171,3.121203
"2000",136,3.776416
"1984",597,3.439065
"2004",488,3.481127
"2000",554,3.3613
"2001",434,3.861364
"2003",416,3.556303
"1972",742,3.776052
"1999",552,4.306806
"1989",580,3.877108
"1996",43,3.961893
"2001",283,3.925348
"1999",521,3.291348
"2001",417,3.183512
"2004",553,3.527308
"2004",115,3.027131
"2000",189,3.503414
"2001",107,3.480235
"2003",779,3.434634
"1996",571,3.452526
"1988",221,3.903587
"1998",646,3.700763
"1997",167,3.708928
"2001",673,3.083337
"1996",599,3.787202
"1983",466,2.806697
"2000",80,3.39165
"2001",352,3.768131
"2003",488,3.256041
"1980",445,3.487109
"2001",247,3.706658
"1989",484,4.333289
"1984",316,3.965532
"2002",616,3.112348
"1981",133,3.817475
"1998",257,3.639784
"2002",221,3.220932
"1987",34,3.244861
"2001",996,4.3185
"2002",354,3.626271
"2002",633,3.361565
"2003",29,3.761979
"2002",132,3.527237
"2004",308,3.992179
"1992",197,3.938161
"2002",645,3.234633
"1997",324,2.525544
"2004",115,3.027131
"1999",1000,3.190732
"2002",624,3.257889
"1997",691,3.888849
"2002",174,3.602543
"1987",106,3.864754
"1986",291,3.985896
"1989",417,4.049562
"1979",297,2.279279
"1988",813,2.541524
"2000",338,3.903191
"2002",415,3.751165
"2002",797,2.899578
"1980",33,3.809128
"1988",870,2.947334
"2002",624,3.399151
"1998",291,3.450805
"2000",329,4.459748
"1976",252,3.130325
"2003",418,3.535834
"2001",560,3.208552
"2000",100,3.475493
"1993",443,3.766156
"2002",344,3.972289
"2004",138,3.581113
"1996",336,3.665636
"1996",318,2.935856
"2003",55,3.776903
"2002",438,2.993749
"1995",777,3.506696
"1993",314,3.896505
"1980",376,3.790054
"2002",148,4.460577
"1983",391,4.100614
"1994",134,3.8615
"2003",13,4.723066
"2004",276,3.265995
"2003",823,3.374053
"1994",781,3.570516
"1991",773,4.092763
"2004",786,3.680781
"2002",269,3.082416
"2004",515,3.103715
"2001",159,3.290035
"1995",35,3.076077
"1991",152,3.52191
"1967",660,3.876961
"1982",200,3.834266
"1996",631,3.165296
"2003",912,2.931973
"1998",376,3.830179
"2005",554,3.226142
"2000",354,3.789676
"2001",52,3.61857
"1993",666,3.842654
"1990",841,3.607223
"1975",709,4.277093
"2001",180,2.461572
"2003",172,3.931896
"2002",284,3.175245
"1993",773,2.842324
"2004",297,2.563482
"1984",88,3.956728
"1985",104,3.076372
"1980",496,3.547237
"2004",629,3.256971
"1975",490,3.886148
"2004",659,2.924365
"1995",35,3.076077
"1987",811,3.851555
"2003",22,3.720851
"2002",119,3.724164
"2004",239,3.036021
"1994",363,2.824962
"1988",621,4.016581
"1994",84,3.152746
"1995",290,3.891789
"2004",95,3.688752
"1999",80,3.797158
"1994",791,4.094501
"1999",524,3.171084
"1993",911,3.670204
"1977",297,3.900768
"1995",285,4.082388
"1998",671,2.727343
"1999",118,4.030182
"1982",11,3.573525
"2001",215,3.625289
"2004",379,4.309204
"1992",536,3.833108
"1995",821,3.594362
"1997",968,3.646415
"1999",790,3.509959
"2002",183,3.879123
"1999",194,3.419981
"1999",107,3.628809
"1993",444,3.944707
"2003",247,2.940282
"2004",276,3.265995
"2003",26,4.211198
"1990",429,3.413123
"1998",417,3.696264
"1998",795,3.770579
"1992",536,3.833108
"2003",758,3.28489
"1970",937,3.613782
"2005",316,3.621587
"2002",258,3.61773
"2004",824,3.997548
"2004",279,3.601244
"2000",80,3.39165
"2004",560,3.563391
"2002",59,3.620066
"1995",9,3.33412
"1997",158,3.611562
"1986",412,3.832796
"2002",138,3.078568
"1997",491,3.75777
"1990",221,4.085294
"2003",318,3.755254
"1967",660,3.876961
"2004",937,2.722309
"1999",88,4.230879
"1976",318,3.644989
"2000",855,3.897963
"1996",940,3.059676
"1997",761,3.824836
"1982",217,3.670823
"1998",619,3.764683
"2003",9,3.551792
"1998",567,3.793252
"1999",301,3.685215
"2001",49,3.481892
"2001",687,3.347181
"1999",850,2.830249
"1985",507,4.117889
"1997",639,3.893956
"2000",87,3.808471
"2002",42,3.499955
"1997",123,3.557391
"1999",291,3.732181
"2001",557,3.684353
"1997",572,3.940682
"1987",308,3.748298
"1989",484,4.333289
"1977",293,4.262225
"2004",132,4.194235
"1998",299,4.294902
"1991",32,3.547074
"1958",903,3.791504
"1989",370,3.843339
"2000",354,3.716948
"1988",42,3.262768
"1999",937,2.970127
"1975",709,4.277093
"1960",698,3.939973
"2004",419,3.929296
"2000",393,3.191603
"2002",167,4.330155
"1994",151,4.299842
"2001",763,3.000144
"1968",606,3.857216
"1997",811,4.164486
"2004",20,4.302546
"2001",159,3.290035
"2003",90,3.516888
"1978",465,3.796158
"1997",123,3.557391
"2000",499,2.989924
"2003",779,3.434634
"1986",547,3.706537
"2000",147,3.891397
"2004",350,3.658373
"1995",394,3.483926
"1995",491,3.186817
"2000",100,3.475493
"1978",22,3.486878
"1978",564,3.757677
"2000",827,3.692869
"2005",280,2.913183
"2004",982,3.493161
"2001",794,3.505338
"1994",933,3.684799
"1993",88,4.08285
"1988",871,2.902998
"2000",48,3.56595
"1999",937,2.970127
"2004",631,3.616261
"2001",586,3.398229
"1987",840,3.514051
"2003",787,2.979341
"1999",52,4.325446
"1954",78,3.86631
"2003",29,3.388183
"1993",554,3.424851
"2000",915,3.120338
"1997",260,3.597048
"1992",986,3.230163
"1983",622,3.818948
"2000",592,3.393872
"2003",90,3.514566
"2001",434,3.861364
"1991",851,3.574464
"1990",661,3.479325
"2003",483,4.087276
"1979",301,3.659269
"1974",133,4.404166
"1984",718,3.764079
"1938",26,3.833658
"2001",19,2.777228
"2001",906,3.274099
"1994",207,3.714657
"2004",448,3.994086
"2003",255,3.549393
"1989",944,3.708011
"1987",510,3.10663
"1991",52,4.312076
"2001",106,3.454628
"2002",446,2.437106
"2004",553,3.527308
"1995",564,3.503826
"1998",659,3.935818
"1998",81,3.906502
"2001",625,4.115143
"2003",308,4.415645
"1996",328,3.525801
"1980",292,2.722808
"2004",88,3.57988
"1990",201,4.290206
"2004",308,3.992179
"1984",652,3.870758
"2001",397,3.339877
"1991",204,3.546892
"1982",106,4.145948
"2001",434,3.741612
"1996",613,3.526632
"2002",320,3.530735
"2003",162,3.934715
"1961",870,3.889494
"1972",133,4.504222
"1989",722,3.473923
"2001",864,3.209279
"1975",239,2.942623
"2003",121,3.004601
"1995",821,3.594362
"2003",999,2.695385
"1997",136,3.24784
"1981",358,3.941335
"2003",901,4.496749
"2002",504,3.853115
"1996",329,3.615398
"1995",500,3.882422
"1958",202,3.042065
"2003",973,2.788839
"2003",365,3.694041
"1995",586,3.496622
"2000",546,3.380557
"1951",743,3.348014
"2004",273,3.073907
"1995",523,3.535135
"1995",47,2.856462
"1999",200,3.603121
"1989",396,3.776885
"2004",80,3.342418
"1949",262,3.712738
"1998",646,3.700763
"1997",324,2.525544
"1994",310,3.859461
"2003",973,2.788839
"1959",61,3.962022
"2003",764,3.373247
"2004",706,3.679983
"2000",675,2.632784
"1975",930,3.596061
"1976",735,3.689589
"1963",75,3.803801
"1951",184,3.911264
"2000",992,2.788745
"2000",811,3.555528
"1998",606,3.461237
"1981",479,3.338397
"2003",357,3.54584
"2003",69,3.963834
"1990",221,4.085294
"1993",88,4.08285
"1956",675,3.868964
"1995",66,3.884711
"1975",490,3.886148
"1990",302,3.762907
"2002",862,3.589666
"2004",880,3.555102
"2000",251,3.766328
"2004",200,4.102191
"1992",424,3.441348
"2005",615,3.292741
"1958",569,3.811523
"1990",199,3.264512
"2005",78,3.128638
"1995",430,3.427907
"1999",511,3.739393
"2002",113,3.351864
"1993",535,3.515572
"1996",129,3.773549
"2004",473,3.522882
"1991",993,3.522345
"1997",101,3.115844
"1984",757,3.558479
"1965",326,4.051303
"1997",491,3.75777
"1956",133,3.934315
"2002",738,3.892671
"1978",293,4.240394
"1988",621,4.016581
"2005",22,3.405241
"1987",25,3.984677
"2003",480,4.154146
"2003",235,3.074956
"1999",68,3.381892
"1951",412,3.706438
"1997",285,3.686685
"2000",245,3.340102
"2002",526,3.145374
"1999",88,4.230879
"1997",316,3.27303
"1987",234,3.724023
"1992",648,3.282152
"2001",700,3.048233
"1995",621,3.666299
"1996",763,3.616102
"1995",158,3.263491
"1977",379,3.274194
"1999",712,3.413191
"1990",566,4.387103
"2002",645,3.234633
"2004",350,3.751418
"1998",853,3.314675
"1998",133,3.503304
"1997",720,3.166142
"2003",286,3.244519
"1994",101,2.717868
"2001",781,3.288255
"1967",973,3.954721
"1997",583,3.605702
"1989",944,3.708011
"2000",966,3.750829
"1993",250,3.64749
"1996",529,3.72429
"1993",133,3.957696
"2000",22,3.130971
"2003",563,3.148614
"1990",925,2.396985
"2003",488,3.256041
"1954",218,4.241076
"2003",851,3.51149
"1998",452,3.526743
"1993",850,3.270474
"1997",133,3.852399
"1999",910,3.30223
"1987",554,3.799101
"2004",824,3.997548
"1989",596,3.819652
"2002",246,3.394893
"1981",68,3.746993
"2004",428,3.716396
"1949",487,3.548922
"1966",629,3.841971
"1978",564,3.757677
"2004",152,3.910232
"2003",249,3.73486
"1993",528,3.710278
"1998",580,3.52642
"1999",248,3.934956
"2004",508,3.435829
"2001",131,2.659519
"1990",841,3.607223
"1998",53,3.531605
"2001",629,3.250885
"2000",123,2.945144
"1999",887,3.958957
"1993",887,3.720569
"1960",627,3.435773
"1998",68,3.582925
"2003",779,3.434634
"1988",641,3.655444
"1999",352,3.753644
"1996",87,3.212138
"2004",560,3.274906
"2001",50,3.374692
"1998",425,3.951937
"1984",135,4.145889
"2001",639,4.389324
"2003",13,4.723066
"2003",69,3.963834
"1993",929,3.458875
"2000",328,3.346214
"1985",941,3.858601
"1981",269,3.210245
"1992",599,3.733984
"1961",88,3.727461
"1989",478,3.641888
"2004",444,3.284135
"1986",617,4.06624
"2004",50,4.417131
"1995",529,3.971477
"2004",50,4.417131
"2004",553,3.367966
"1974",604,4.004545
"2003",13,3.709487
"1986",617,4.06624
"2001",223,3.568607
"1994",31,4.144449
"2000",503,3.784194
"1987",133,4.299895
"1995",701,3.113563
"1999",841,3.639514
"2001",967,3.954483
"1993",672,3.270498
"2002",284,3.175245
"2001",938,2.657718
"1981",336,4.50428
"2000",428,3.402732
"2005",320,2.967084
"2003",416,3.584443
"1995",716,3.972304
"2000",499,2.989924
"1986",977,3.853428
"2000",506,3.872314
"2000",720,3.813252
"1990",925,3.309295
"1999",110,3.552198
"1992",269,3.676859
"2001",586,3.398229
"2003",661,3.136057
"1990",841,3.607223
"2002",429,3.850366
"2004",146,3.692771
"1995",79,3.110964
"2000",546,3.380557
"1950",212,3.656226
"2002",113,3.351864
"1995",96,4.352089
"1994",699,3.36345
"2000",166,3.230544
"2001",687,3.347181
"2002",344,3.800375
"2000",48,3.56595
"2002",148,4.460577
"2005",22,3.405241
"2003",38,3.082665
"2002",697,3.824967
"1983",182,3.718461
"2002",347,3.482412
"2003",474,3.489748
"1985",180,3.591107
"1993",443,3.766156
"2003",245,3.507945
"1993",38,3.759085
"1985",25,3.905178
"1996",709,3.684286
"2002",555,2.759308
"1997",491,3.75777
"1999",409,2.703539
"2003",632,3.311109
"1973",616,3.818771
"2000",554,3.3613
"2000",279,3.789395
"2003",480,4.154146
"2002",221,3.220932
"1999",200,3.603121
"2001",883,3.430797
"2001",13,4.716401
"2004",42,3.939452
"2003",22,3.720851
"2003",521,3.741515
"2002",734,2.296256
"2001",148,4.434549
"1995",386,3.715807
"2004",281,3.764415
"1996",566,3.44243
"2003",541,2.646284
"1999",521,3.291348
"2004",746,3.764314
"1983",81,3.729273
"1995",875,3.110892
"1949",276,3.878519
"1996",42,3.412418
"1989",432,3.906751
"1997",948,3.366071
"1994",302,3.888685
"2004",379,4.309204
"1953",204,3.998506
"2001",527,3.223061
"2003",26,4.211198
"2002",238,3.263216
"1990",773,4.09301
"1989",484,4.333289
"2001",586,3.398229
"1995",258,3.147835
"2005",137,3.668504
"1999",118,4.030182
"1993",381,4.457542
"2003",9,3.551792
"1992",86,3.769887
"1988",255,3.567892
"2004",92,4.190134
"2002",113,3.351864
"2004",95,3.688752
"2004",686,4.073097
"1968",703,3.603036
"1979",615,3.799575
"1953",751,4.091276
"1986",668,3.825991
"1989",201,4.012398
"2004",982,3.56256
"2001",194,3.084034
"1990",621,3.660001
"1988",101,3.473286
"1989",915,3.432834
"1999",131,3.076764
"1988",101,3.473286
"1992",136,2.282895
"2000",279,3.789395
"2004",133,3.54105
"1990",26,4.105722
"1999",763,3.051653
"1975",709,4.277093
"1972",367,3.6149
"1997",176,3.646548
"2000",485,3.522983
"1986",24,3.827354
"2002",310,3.799321
"2001",414,2.836585
"1986",92,3.521587
"1981",274,3.324156
"1984",547,3.220928
"1975",504,3.88397
"2000",87,3.808471
"2001",603,4.283961
"1996",252,3.389644
"1947",534,3.922981
"1999",552,4.306806
"1997",355,3.70976
"1990",397,4.284265
"2002",350,3.287193
"1992",78,3.30859
"1994",791,4.094501
"2001",333,3.220111
"2002",320,3.530735
"2001",274,4.342315
"2004",285,3.398866
"1994",317,4.59329
"2003",443,3.360761
"1995",685,3.776072
"1998",561,3.55142
"2002",218,3.424282
"2000",229,3.119739
"2003",90,3.516888
"2001",557,3.684353
"2005",186,3.286353
"1991",52,4.312076
"2001",274,4.342315
"1984",88,3.956728
"2002",793,3.551849
"1986",671,3.412514
"1987",133,4.299895
"2000",166,3.230544
"2000",129,4.163439
"1994",134,3.8615
"1946",132,4.051593
"2003",255,3.549393
"2004",218,3.281468
"1969",203,3.36907
"1998",177,3.867061
"1988",136,3.54877
"1994",524,3.967309
"2003",851,3.51149
"2000",85,4.014884
"2004",508,3.435829
"2001",603,3.323728
"1971",199,3.58345
"1997",123,3.557391
"2000",122,2.885803
"1993",250,3.64749
"1993",339,3.944499
"2000",110,3.087738
"1959",50,4.069334
"2003",480,4.154146
"1965",240,3.938955
"2003",603,2.81597
"2001",399,3.214988
"1991",722,3.146523
"1982",18,3.97168
"1991",379,3.48484
"1987",840,3.514051
"2004",132,4.194235
"2001",417,3.183512
"1985",720,3.370721
"1994",408,3.543596
"1995",209,4.294731
"2004",553,3.527308
"2003",29,3.761979
"1969",267,3.896456
"2000",245,3.216909
"2003",52,3.000944
"1987",82,3.910598
"1979",59,3.489886
"1988",328,3.934318
"1970",879,3.800695
"1987",234,3.724023
"2003",632,3.311109
"1997",397,3.352884
"1980",33,3.809128
"2002",187,4.045155
"1984",378,3.839199
"2000",612,3.533859
"2000",677,3.383444
"2002",438,2.993749
"2003",576,3.371868
