"","movie_year","movie_cluster","movie_avgScore"
"66679","1945",348,3.304147
"53916","1996",148,4.094501
"66468","1988",42,3.262768
"52087","1974",100,4.074342
"61957","2004",401,3.514684
"69835","1998",291,3.450805
"6471","2001",58,4.289239
"31993","1995",828,3.788651
"42364","2002",788,3.35914
"37356","1991",480,3.757854
"75535","1975",709,4.277093
"47208","1996",529,3.72429
"13324","2003",604,3.686217
"61396","2004",992,3.80856
"40098","1999",26,4.425922
"92335","2003",90,3.514566
"91450","2002",31,3.220597
"54347","2001",399,3.214988
"47626","2001",699,3.917093
"44015","1988",718,3.526558
"93641","1951",951,3.94674
"70667","1989",884,2.77082
"18312","2001",527,3.223061
"38942","2001",265,2.996884
"36476","1962",143,3.95502
"89762","1949",474,3.953977
"77559","2003",675,3.04415
"44311","1993",419,3.2912
"96927","2002",673,3.190826
"65320","1983",351,3.577101
"81981","2001",627,3.892619
"84295","2002",935,3.538392
"87698","1992",197,3.938161
"28619","2001",555,2.909169
"15987","2002",285,3.973624
"58371","1993",887,3.720569
"38097","1998",619,3.764683
"63031","2002",957,3.553505
"40720","2003",450,3.308089
"38544","1986",870,3.513828
"65808","2002",697,3.363678
"54514","1980",445,3.487109
"26392","1975",355,3.536763
"59213","2003",686,3.837031
"49237","1981",336,4.50428
"6066","1978",542,3.939075
"9019","2004",401,3.415171
"68505","2004",631,3.616261
"9999","1976",811,3.608032
"64730","1994",759,4.031425
"71037","1997",948,3.366071
"48971","2004",71,3.255195
"30049","2001",318,3.311173
"67148","1992",717,4.018701
"369","2001",569,3.215895
"73793","2000",554,3.3613
"72959","1963",186,3.727582
"36882","2001",52,3.61857
"47857","2002",220,3.276799
"21736","1999",511,3.604828
"1828","2004",424,2.809382
"82777","2002",537,3.793098
"86713","1989",27,3.951001
"87275","2002",734,2.296256
"47889","1999",511,3.604828
"28120","2004",92,4.190134
"55459","1962",569,3.830873
"5520","1951",184,3.911264
"8558","1990",19,3.397969
"30852","2000",258,3.710076
"78006","2004",408,3.90588
"65277","2002",480,3.381573
"41573","2001",883,3.430797
"38668","2003",249,3.73486
"13900","1997",473,3.276613
"31672","2003",779,3.434634
"41499","1997",133,3.666294
"16321","2001",691,3.478449
"8895","2001",602,3.086274
"98243","1998",113,3.510575
"16294","2004",992,3.80856
"35097","1992",269,3.676859
"23351","2000",554,3.3613
"84366","1954",303,3.708024
"56021","1985",25,3.905178
"86126","1983",397,3.48594
"32084","1983",267,4.001136
"1373","2003",538,3.725126
"17383","1992",423,3.93789
"91043","2002",674,3.335156
"2796","2004",757,3.298825
"34782","1999",791,3.583343
"3713","2001",804,3.337194
"72432","1985",583,3.69863
"67699","1991",52,4.312076
"12442","2002",257,3.463843
"74477","2000",41,3.962748
"4193","1968",381,3.67166
"86966","1993",250,3.64749
"362","1998",8,3.522956
"43500","1983",126,2.24345
"95510","2002",739,3.249682
"76376","2004",647,3.531949
"50361","2000",674,3.236626
"7415","1991",370,3.738979
"33268","1970",623,3.684005
"35344","1973",230,3.750693
"52345","2001",757,3.64622
"11555","1986",92,3.521587
"22565","1998",32,3.532666
"9837","1997",863,3.91485
"8431","1976",897,3.585561
"21845","1998",123,3.55914
"99081","1996",656,3.30962
"66326","2003",255,3.549393
"67865","1987",133,4.299895
"36609","1981",876,3.52684
"47639","1994",652,3.367352
"42164","1995",34,3.199018
"35352","1971",367,3.690264
"73136","2001",757,3.634672
"39244","2001",52,3.61857
"68577","1999",457,3.31669
"73556","1997",81,3.474518
"11834","1989",580,3.877108
"92254","1999",52,4.325446
"44578","1971",888,4.073817
"66225","2002",215,3.184973
"88232","1986",842,3.578478
"44108","2004",132,4.194235
"11339","1989",596,3.819652
"64818","2000",649,3.256433
"31576","2004",134,2.95408
"43768","2001",400,3.400897
"96383","2000",655,3.277135
"71243","1988",944,3.818428
"99405","1997",189,3.702895
"27228","1997",129,4.082486
"10488","2002",148,4.460577
"55044","1992",268,3.816064
"29286","1987",840,3.514051
"59477","1979",615,3.799575
"14188","1996",569,3.163385
"27446","1999",521,3.291348
"76329","2000",329,4.459748
"1878","1998",281,3.750579
"94552","1973",178,3.596357
"80676","2004",832,4.144885
"49061","2000",87,3.808471
"71236","1996",897,3.405253
"68618","2000",393,3.263947
"57135","2004",450,3.332374
"57154","1981",336,4.50428
"56142","2000",949,4.087545
"72559","1997",967,3.454647
"70560","1953",145,3.815363
"88899","1989",491,3.325481
"18458","2003",963,3.452573
"29009","2004",992,3.80856
"45891","1986",362,3.317406
"73064","2000",811,3.555528
"93142","2004",40,3.319354
"73614","1998",471,3.998173
"99086","1998",149,3.665269
"36420","1997",761,3.824836
"63529","1996",42,3.412418
"70866","2005",316,3.621587
"86479","1992",812,3.818322
"89518","2002",246,3.394893
"14985","2001",603,4.283961
"57825","2000",441,3.910989
"83904","2001",190,3.946094
"97445","1997",750,3.116322
"71889","2000",274,3.015427
"40723","2001",710,3.476678
"11032","1994",135,4.580448
"59249","1998",417,3.696264
"55124","2005",603,3.42992
"33398","1995",370,3.445792
"51341","2003",604,3.686217
"10884","2000",315,3.664752
"66910","1965",326,4.051303
"88563","2002",218,3.587841
"57206","2000",147,3.891397
"37977","1990",491,3.649216
"43572","2003",400,2.501047
"51557","1999",289,2.977767
"35623","2003",480,4.154146
"77357","2003",376,3.129588
"64285","1973",43,3.737225
"32426","1987",310,3.51443
"5115","1996",529,3.72429
"4334","2004",503,2.739799
"34588","1999",555,3.171519
"28874","1997",355,3.70976
"63613","1989",484,4.333289
"22710","1999",88,3.809036
"66664","1995",93,2.967785
"5390","1993",88,4.08285
"4092","1979",554,3.862947
"78031","2000",649,3.256433
"99388","2000",554,3.3613
"35685","1998",425,3.951937
"56304","2001",803,3.454383
"9545","2000",177,3.952496
"74592","2002",563,3.554369
"56272","1991",276,3.633206
"55728","1996",693,3.817215
"78474","1998",719,3.092841
"96606","2002",275,3.44999
"87013","2004",239,3.036021
"52316","1995",959,3.14486
"51159","1991",55,3.68913
"46086","1978",563,4.061363
"96060","1994",408,3.543596
"23353","1996",761,3.473448
"98345","1992",856,3.619714
"51317","1995",535,3.771849
"86759","1989",468,4.032698
"81922","1999",321,3.540641
"26884","2002",129,3.44278
"28172","2003",284,3.512085
"23225","1999",129,4.16577
"42196","1996",529,3.72429
"94209","2003",5,3.435318
"21953","2004",982,3.56256
"89966","2003",17,3.704385
"65572","1990",841,3.607223
"53554","2002",448,3.973433
"83270","2003",599,3.032299
"70368","1996",650,3.434348
"43794","1989",944,3.708011
"37667","1979",122,2.727273
"71449","1990",466,3.908138
"5489","1985",659,3.708849
"95755","1995",96,4.352089
"97764","2003",416,3.556303
"14565","1989",27,3.951001
"58053","1972",509,3.687554
"73084","1999",132,3.70117
"97295","1984",65,3.643544
"99379","1995",9,2.649208
"8801","1957",800,3.94839
"8530","2003",81,2.866503
"45127","1986",617,4.06624
"75714","1991",152,3.52191
"40524","2004",337,3.626216
"28736","2002",284,3.175245
"56703","2002",180,2.97398
"91453","2003",318,3.755254
"68166","1993",444,3.944707
"55906","1996",529,3.72429
"33780","2002",168,3.452768
"28629","2001",883,3.430797
"60384","1997",761,3.824836
"77899","2001",142,3.551869
"69677","1994",59,3.677814
"27484","2004",608,3.435104
"46004","1989",910,4.027797
"68641","2002",17,3.395097
"61274","2000",649,3.62651
"15542","1987",52,3.459332
"95026","1995",254,3.814631
"20144","2002",85,2.980341
"57102","1994",569,3.588198
"65527","2003",753,3.423639
"97484","2002",350,3.787472
"33682","2000",100,3.475493
"27836","1987",554,3.799101
"6273","1966",70,4.034571
"7331","2003",281,3.946369
"24711","1967",358,3.881919
"49636","1999",356,3.317881
"63393","2002",59,3.767005
"48797","1996",62,2.807736
"7849","2004",95,3.688752
"64500","2002",113,3.351864
"94531","2004",285,3.398866
"6957","1986",108,4.173341
"45918","1985",563,3.392009
"28870","2004",178,3.478505
"39422","1980",350,3.226645
"45985","2005",604,3.677253
"65404","1994",310,3.859461
"80930","1995",996,3.656205
"23390","1991",417,4.215809
"80511","1999",26,4.425922
"45924","1996",420,3.952594
"19825","1982",945,3.918689
"844","1968",542,3.078747
"47965","1998",177,3.867061
"55177","1992",717,4.018701
"62007","1964",788,3.847878
"73245","1999",552,2.904122
"12278","1996",285,4.032099
"61277","2002",344,3.800375
"11617","2002",624,3.257889
"97167","2003",308,4.342329
"34330","2003",921,3.104209
"33879","2003",851,3.51149
"50891","1980",213,3.773693
"35899","1976",318,3.644989
"85506","1999",547,3.960258
"72795","1991",826,3.998281
"45871","1996",121,3.329513
"16890","2002",746,4.172963
"18009","1998",164,3.405964
"10971","1996",805,3.574021
"7850","1997",615,3.55724
"82456","2000",441,3.910989
"11991","1996",937,2.795463
"84304","1998",772,3.378151
"45072","2002",274,3.350564
"55703","1950",624,3.717468
"82042","1991",96,3.501503
"55605","1999",943,3.48652
"74234","2000",827,3.692869
"1150","1992",86,3.769887
"40057","2003",603,3.560767
"74420","1969",258,3.744835
"26767","1997",167,3.708928
"11415","2004",701,3.863561
"66617","1982",569,3.738614
"22035","2002",633,3.361565
"66715","2001",251,3.279928
"30706","2004",450,3.694849
"65260","1987",580,3.971653
"21163","1992",652,3.314659
"2760","1998",192,3.103013
"5476","2001",417,3.183512
"60639","1998",503,3.087719
"3854","2002",285,3.973624
"81366","1999",429,4.079143
"78505","2001",729,3.406112
"26098","2000",22,3.130971
"47392","1982",200,3.834266
"42505","2004",916,3.45707
"80746","2004",143,3.37316
"54320","1998",393,4.191832
"54979","2004",994,3.434026
"21089","1993",339,3.944499
"26091","1993",88,4.08285
"72920","1989",507,3.944106
"75433","2002",736,3.291538
"99852","2002",275,3.44999
"42894","1998",308,3.639952
"42843","1999",261,3.735391
"35262","2003",872,2.952272
"87827","1980",299,3.480145
"77910","2001",505,3.517564
"99570","2001",97,3.595733
"87208","2003",443,3.360761
"74882","1993",381,4.457542
"1278","2004",627,3.175679
"76598","1993",201,3.792518
"64149","1997",615,3.55724
"69497","2001",505,3.517564
"31771","1999",554,3.690123
"78257","2001",167,4.263977
"66761","1986",276,3.278951
"961","1998",779,3.003825
"93874","1988",944,3.818428
"57324","1994",414,2.611268
"70251","1983",200,4.460864
"15587","2002",220,3.276799
"43999","1987",354,3.569392
"84645","1999",1,3.353881
"37750","1999",52,4.325446
"87606","1999",340,3.455377
"44029","1978",249,3.623097
"98110","1990",328,3.874285
"23966","1958",648,3.717973
"27139","2004",705,2.859825
"88818","2003",395,4.263238
"86837","1979",301,3.659269
"92617","2002",927,3.452707
"15634","2000",740,3.48694
"98883","1992",580,3.813993
"34945","1991",993,3.522345
"50637","2002",397,3.280819
"5555","1991",346,3.630803
"87429","2000",57,3.190449
"82266","1994",274,3.704826
"80284","2001",59,2.244934
"54066","2000",485,3.522983
"62060","2004",358,3.442219
"74655","1986",181,3.292285
"68845","1999",310,3.485021
"64361","1985",262,3.926985
"6272","1965",11,4.007858
"49192","1996",328,3.525801
"79021","1967",651,3.662023
"11216","2001",729,3.406112
"50681","1998",674,4.116339
"22690","1986",105,3.552309
"52898","2002",148,4.460577
"17304","2004",353,2.797786
"54956","2000",100,3.475493
"48640","1991",135,4.404675
"51337","2000",57,3.167686
"92149","2003",563,3.148614
"51561","1990",765,2.32
"56435","2004",705,2.859825
"82239","2004",427,4.582889
"9852","2003",447,3.65646
"33725","2002",302,4.358398
"68875","2001",552,3.036645
"36904","1993",187,4.012759
"25781","2004",488,3.481127
"42279","1997",123,3.557391
"29483","1961",51,3.696643
"1233","1990",328,3.874285
"66591","1972",133,4.504222
"55981","2000",218,3.78264
"2924","1999",793,3.386253
"41042","2004",844,3.710885
"8650","2004",916,3.45707
"65946","2000",766,3.851273
"6202","1987",284,3.5485
"90005","2003",447,3.536678
"89244","2003",281,3.946369
"61941","2002",748,3.054737
"9212","2005",604,3.677253
"86594","1959",212,4.158199
"75919","2003",429,3.150935
"65294","1999",219,3.398985
"62210","1991",561,3.70248
"61889","2001",603,4.283961
"95749","2002",75,3.150811
"39480","1992",639,3.209763
"31155","1990",221,4.085294
"695","2002",974,3.515046
"6426","2003",9,2.756105
"15522","1980",823,3.863433
"86139","1994",408,3.543596
"84309","2002",738,3.892671
"18251","1994",791,4.094501
"4054","1989",214,3.858014
"27906","2003",22,3.720851
"20987","1997",598,3.699458
"55787","1989",443,3.575585
"49733","2004",428,3.716396
"63856","1993",167,3.331646
"22582","2002",249,3.126861
"43811","2001",406,3.219777
"78068","1989",596,3.819652
"99252","1992",326,3.239781
"69575","2003",689,3.5042
"51094","2005",62,4.014265
"22573","1993",332,3.732737
"47344","1985",59,4.053373
"41534","1994",123,3.760929
"21532","1995",379,4.371916
"88519","1996",571,3.452526
"71209","1987",811,3.851555
"57430","1998",322,3.713286
"42799","2005",603,3.42992
"60919","2004",42,3.421756
"19317","1999",552,4.306806
"54136","2004",895,2.988401
"28489","2003",632,3.311109
"68143","2000",749,4.203065
"3671","1994",414,3.31015
"87473","1977",515,3.762077
"17967","2004",178,3.525817
"59474","2005",61,3.730468
"91430","1998",68,3.582925
"88140","1983",389,3.436557
"77366","2001",883,3.430797
"87646","1999",791,3.583343
"13750","2001",251,3.279928
"71497","2000",279,3.789395
"9840","2000",749,4.203065
"30674","1994",151,4.299842
"52883","1964",788,3.847878
"41372","2004",444,3.284135
"38519","1990",369,3.269134
"30918","1999",735,2.87523
"54988","1998",989,3.886189
"31464","2000",52,3.507999
"22528","1997",158,3.326861
"19537","1997",450,3.385057
"40240","2004",554,3.550247
"53143","1932",708,3.892279
"88211","2005",659,3.473296
"74894","2004",286,3.636217
"8519","2004",408,3.90588
"59853","2000",503,3.784194
"50341","2000",409,3.425384
"57407","1983",673,3.554791
"6887","2004",633,3.227422
"97910","2004",401,3.415171
"52532","2004",757,3.298825
"4924","2000",727,3.616613
"1996","2001",107,3.480235
"2399","2001",120,3.118623
"8177","1989",748,3.199882
"87006","2003",398,3.916482
"73529","2002",926,3.448287
"14120","2002",515,3.423482
"16729","2001",890,3.824405
"91943","1983",447,3.741703
"5590","1995",535,3.771849
"3775","1997",761,3.824836
"269","2001",443,2.547433
"9343","1985",180,3.591107
"18101","1995",580,3.561313
"40204","1971",555,3.763822
"64288","1997",500,3.648432
"21914","1995",2,3.337913
"30915","1999",321,3.540641
"97253","1985",507,4.117889
"23255","1999",329,4.199329
"42549","1975",504,3.88397
"51869","1999",68,3.381892
"93009","2003",82,3.137478
"2900","1990",548,3.26643
"93949","1988",753,3.369409
"85264","1987",223,3.202158
"52038","1956",76,3.557056
"68993","2004",886,3.008638
"73794","1966",462,3.260355
"76579","1987",34,3.244861
"7413","2000",546,3.380557
"10711","1989",230,3.757223
"59856","1990",209,3.904908
"91463","2003",604,3.686217
"7759","1987",25,3.338812
"13124","1991",370,3.738979
"27962","2004",428,3.716396
"92686","1988",587,3.074949
"31742","2004",146,3.692771
"26307","1969",267,3.896456
"46128","2004",916,3.45707
"97141","2001",274,4.342315
"45375","2000",411,3.836696
"15648","1979",414,4.138246
"53828","1999",118,4.030182
"94223","1994",561,3.695327
"117","2003",281,3.946369
"7966","1953",11,3.727572
"60156","2005",841,4.306278
"49009","1999",301,3.685215
"44217","2001",519,4.329497
"32049","2002",290,2.922054
"74895","2001",659,3.605452
"29134","1991",346,3.630803
"1637","2000",324,4.406146
"14312","1988",281,3.405975
"56801","2004",105,3.16826
"73035","2004",5,3.748854
"5508","1999",493,2.972048
"61703","1996",231,3.729131
"86675","1991",649,3.616059
"9053","1993",107,3.904904
"55380","1983",391,4.100614
"43744","1990",429,3.413123
"47110","1995",386,3.715807
"32322","1991",993,3.522345
"91015","1987",507,4.000234
"104","1999",221,3.487897
"39200","1997",691,3.888849
"92644","1985",755,3.710249
"6050","2004",424,2.809382
"69752","1988",246,3.566771
"71678","2001",583,3.317299
"11379","1985",59,4.053373
"42361","1977",412,3.725198
"62711","1991",589,3.962426
"49894","2002",257,3.463843
"53408","1993",38,3.759085
"48425","2003",509,3.600278
"60976","1941",938,3.937391
"40475","1999",267,3.690749
"57897","1998",575,3.938465
"8338","1992",292,3.581659
"19391","1996",529,3.72429
"79597","1992",86,3.769887
"79937","2004",629,2.845455
"28858","2004",608,3.435104
"77825","2003",753,3.423639
"51517","2001",330,3.495998
"36383","2000",166,2.484615
"96296","1940",150,3.957464
"76198","2004",152,3.910232
"94934","1978",675,3.13963
"39802","1983",391,4.100614
"21366","2001",106,3.454628
"86916","1991",52,4.312076
"27016","2004",178,3.525817
"46541","2001",281,3.701688
"85170","2000",50,3.245468
"7186","1987",113,3.722568
"95514","1998",420,3.277637
"91769","1976",69,3.893239
"5198","2004",358,3.442219
"71399","1997",454,4.027247
"77953","2001",406,3.219777
"71757","1989",944,3.708011
"65764","2002",428,3.673678
"46297","2004",132,4.194235
"87376","1999",272,2.855278
"56086","1994",690,3.226102
"50620","1972",133,4.504222
"23808","2004",401,3.514684
"97013","2001",281,3.250772
"86566","2004",80,3.388169
"11324","1985",359,3.548677
"35644","1997",285,3.686685
"54799","2004",539,3.593411
"40120","2002",119,3.724164
"65644","1989",230,3.757223
"71285","1999",965,4.160507
"38949","2004",239,3.036021
"46412","2000",411,3.836696
"62736","2000",218,3.78264
"39558","2002",279,3.301417
"49374","2001",586,3.398229
"65122","2002",347,3.482412
"18461","1998",177,3.867061
"31465","2001",505,3.517564
"90539","1995",621,3.666299
"5407","2004",285,3.398866
"49342","1956",133,3.934315
"85148","2002",297,3.128205
"50315","2003",9,2.973196
"67336","1987",133,4.299895
"84208","2001",564,2.996942
"97170","2000",544,2.393443
"99558","1999",52,3.359726
"36927","1996",413,3.435918
"31238","1996",308,4.025123
"57144","1999",718,3.672263
"40474","2004",629,3.256971
"18040","2005",230,3.569443
"79561","1996",569,3.163385
"66419","2004",555,3.557411
"84408","2001",58,4.289239
"99061","1987",554,3.799101
"7728","2003",406,3.914493
"7118","1987",428,3.386663
"67152","2001",620,3.534279
"54112","1950",716,4.004824
"24821","1943",503,3.436795
"81570","1997",841,3.218072
"78377","2002",332,3.781585
"27394","1969",997,3.644231
"32727","1991",52,4.312076
"48458","1988",466,4.125148
"75863","1971",623,3.734911
"26134","1990",209,3.904908
"19361","1997",315,3.196091
"74206","1992",561,4.449438
"89530","2001",757,3.64622
"35665","1994",437,3.109359
"59895","1977",412,3.725198
"5999","1981",987,3.476727
"7109","2003",29,3.761979
"46437","1994",650,3.480091
"30032","1960",461,3.5988
"69785","2002",91,3.34538
"35587","2003",22,3.720851
"8773","2002",187,4.045155
"93133","1992",639,3.209763
"40257","2003",753,3.423639
"69360","1941",464,4.033116
"18851","1989",944,2.91774
"26369","2003",450,3.308089
"74762","2000",966,3.750829
"17603","1979",468,3.566474
"50063","2003",328,3.861951
"99719","1989",722,3.473923
"6822","2004",439,3.295918
"25427","1925",286,3.48326
"94653","1988",718,3.526558
"37330","1996",180,3.518103
"85756","1992",874,3.963429
"74852","1993",527,3.82545
"40024","2004",48,2.998759
"88526","1959",922,3.77235
"44743","2003",631,3.349158
"33560","2004",404,3.445652
"88410","1986",617,4.06624
"15219","1968",303,3.796502
"93180","1984",101,3.992188
"22656","1996",400,3.723231
"60629","2001",390,2.985537
"6967","2000",503,3.784194
"62743","2004",553,3.367966
"74600","1974",100,4.074342
"44345","2004",5,3.748854
"16114","2002",274,3.350564
"85099","1987",376,3.853505
"16359","2000",402,3.541636
"76123","1998",964,3.760764
"6523","2004",515,3.103715
"88138","1997",493,3.817912
"84307","1998",120,3.277639
"81709","1995",285,3.818757
"29539","1973",138,3.263556
"44403","1992",924,3.837076
"73296","1993",455,3.901159
"38652","1994",25,3.219437
"18144","2001",31,4.160178
"97459","2003",398,3.916482
"23385","1996",221,3.445981
"21860","1975",10,3.109929
"91609","2004",217,4.265418
"59191","2003",447,3.536678
"96536","1986",935,3.53185
"71007","2005",22,3.405241
"8694","1984",88,3.956728
"45305","1993",38,3.759085
"56338","1998",315,3.240763
"41119","1992",162,3.620087
"25739","2000",80,3.39165
"34177","2002",130,2.792392
"66533","2000",441,3.910989
"27493","2002",116,3.108622
"69153","2002",183,3.879123
"65913","1990",302,3.762907
"90416","1984",457,3.382958
"68175","2000",655,3.277135
"87818","1979",267,3.916896
"28015","2004",554,3.384967
"45745","1997",801,3.785844
"2035","1990",205,2.810225
"24770","1990",842,3.044255
"55421","1993",52,3.825077
"76930","2004",992,3.80856
"79653","1996",529,3.72429
"72035","1987",175,3.401123
"17857","2001",49,3.481892
"42067","1981",451,3.419721
"55612","1997",243,3.636542
"35518","1987",840,3.514051
"19710","1989",596,3.819652
"4888","1999",118,4.030182
"94821","2002",624,3.257889
"71912","1993",525,3.773032
"61962","2002",526,3.145374
"98302","1982",301,3.595228
"99510","1998",299,4.294902
"96960","2002",736,3.291538
"35788","1975",490,3.886148
"73946","2001",602,3.086274
"17560","2003",328,3.861951
"17779","1999",409,2.703539
"11849","1989",214,3.858014
"62091","2000",749,4.203065
"16693","1999",253,3.587593
"8087","2004",337,3.874524
"76773","2003",281,3.946369
"7782","2003",261,3.210328
"60696","2004",350,3.751418
"50991","2003",281,3.317938
"74040","1997",363,3.874878
"78842","1988",750,3.242025
"92239","2000",279,3.789395
"12237","1987",52,4.035021
"76636","2003",328,3.861951
"19053","2000",428,3.402732
"89209","2000",649,3.256433
"58165","1999",745,3.450003
"22939","1976",301,3.771539
"90183","1951",747,4.06236
"51232","2002",42,3.129635
"47627","1989",484,4.333289
"76768","2004",450,3.694849
"78839","2001",247,3.706658
"97486","2003",447,3.536678
"68307","1992",204,3.434482
"61097","2004",401,3.415171
"28438","2004",42,3.421756
"6240","1993",527,3.82545
"40015","2004",401,3.514684
"99117","1981",358,3.941335
"16467","1995",96,4.352089
"51084","2004",80,3.342418
"26914","1994",622,2.883053
"52871","1986",977,3.853428
"47249","2001",471,3.525831
"40464","1997",65,3.473873
"24356","1992",639,3.209763
"94140","1984",741,3.703262
"21850","2005",404,3.881081
"37179","2001",757,3.634672
"56626","2002",768,3.193712
"76392","2001",11,2.994252
"36604","2000",597,2.854858
"88403","1984",43,3.653669
"86109","1999",774,3.054945
"64417","1984",88,3.956728
"94720","1986",170,3.808074
"18521","2005",11,3.24837
"22180","1968",303,3.796502
"74363","1987",580,3.971653
"434","2003",406,3.55219
"81464","2003",234,3.545634
"54820","1986",221,3.425965
"66130","1999",887,3.958957
"59502","1999",887,3.958957
"60505","2004",786,3.680781
"20639","2000",172,3.891159
"52123","1997",348,3.147175
"61343","1968",10,3.546751
"49659","2000",99,3.373517
"4487","1979",201,3.429459
"83027","1997",882,3.702682
"67172","2003",389,3.519844
"27107","1993",381,4.457542
"31649","2003",82,3.148368
"10276","2005",220,2.991248
"12213","2004",78,3.281634
"37918","2005",284,3.230918
"37302","1995",379,4.371916
"15686","1987",52,3.459332
"65542","1994",252,3.456659
"96170","2001",929,2.774194
"53374","1990",209,3.904908
"18283","2000",554,3.3613
"38662","2000",432,3.716292
"37644","1983",563,3.770868
"34446","1988",178,3.803171
"22774","2004",263,3.153539
"1167","2005",320,2.967084
"62447","1993",199,3.522355
"66175","2003",331,3.440354
"13956","1998",8,3.522956
"53692","2002",697,3.824967
"85946","2002",974,3.515046
"52090","1982",427,3.845599
"52029","2003",576,3.371868
"44627","1993",383,3.483429
"66495","1994",151,4.299842
"74215","1984",826,3.353276
"56378","1989",910,4.027797
"96992","1993",643,3.688128
"3753","1994",639,3.858785
"14356","2002",426,3.03259
"12896","1984",135,4.145889
"55882","1974",225,3.710078
"41044","2002",218,3.587841
"45954","2001",729,3.406112
"97807","1993",381,4.457542
"31212","1985",150,3.95092
"59519","1997",581,3.419248
"51799","1998",171,3.121203
"46645","1988",750,3.242025
"92920","1986",654,3.447115
"84879","1994",297,2.596051
"64724","1998",452,3.526743
"62714","1996",259,3.857214
"88867","1940",150,3.957464
"36298","1978",36,2.313253
"48320","2003",759,3.382686
"10597","1988",258,3.713749
"54969","1997",343,3.616492
"24593","2000",100,3.475493
"70699","2004",967,3.875302
"43105","2001",553,3.570778
"97405","2004",553,3.527308
"37081","1988",328,3.934318
"24858","1998",68,3.582925
"36442","1987",52,4.035021
"74928","2003",328,3.861951
"63877","2000",898,3.740965
"77726","1990",739,3.265912
"97209","2000",966,3.750829
"82682","2004",408,3.90588
"2076","2003",9,3.551792
"85056","1994",690,3.226102
"81725","2005",308,3.530587
"24025","2004",132,4.194235
"19911","1996",629,3.133772
"24340","1994",18,3.783565
"50917","1997",967,3.454647
"61834","1985",754,3.391661
"33918","1965",326,4.051303
"5421","1993",455,3.901159
"96169","2004",776,4.165076
"97009","1999",412,3.496374
"16415","1995",262,3.713077
"15337","2004",350,3.658373
"30566","2004",363,3.555816
"5645","2003",337,3.759005
"62948","2003",429,3.150935
"34106","2002",138,3.078568
"56122","1996",763,3.616102
"94076","2001",215,3.625289
"30954","1999",554,3.690123
"72618","2002",428,3.673678
"1274","1994",314,4.043315
"42428","1998",129,3.553692
"38096","1996",66,4.032409
"76041","1993",443,3.766156
"10249","1996",78,3.517221
"48171","2004",146,3.692771
"64326","1986",255,3.397693
"85135","2000",535,3.878465
"34557","1963",382,3.84071
"92856","1996",107,3.770553
"78922","1975",267,4.173679
"86047","1994",262,2.929591
"36644","1998",772,3.378151
"45298","1991",373,3.116812
"3513","1984",397,3.534112
"12827","1984",43,3.653669
"95915","1996",42,3.412418
"65981","1987",42,3.038387
"56601","1996",328,3.525801
"51995","2002",415,4.365297
"36352","1999",552,4.306806
"8939","1990",221,4.085294
"76249","1991",891,3.1812
"43728","1947",987,3.523438
"81146","1984",480,3.502666
"75683","1995",535,3.771849
"95103","2003",511,3.480931
"48945","1992",745,3.628809
"98840","1987",674,3.645731
"27234","1996",107,3.770553
"36247","2000",106,3.77871
"99895","2003",337,3.759005
"82598","2001",505,3.517564
"59533","2004",332,3.223298
"22379","2001",318,3.311173
"1146","2001",251,3.279928
"42098","1986",547,3.706537
"80347","2003",517,3.582143
"42763","1999",118,4.030182
"76872","2004",637,3.271531
"90789","2000",267,3.759936
"53566","1998",167,4.232445
"12872","2003",261,3.210328
"63272","2001",77,2.864166
"98983","1993",111,4.066515
"81551","1939",94,4.013398
"98456","1996",598,3.529831
"43366","1994",310,3.859461
"53860","2002",706,3.673033
"46877","2001",524,3.398931
"23287","2002",246,3.394893
"19233","2004",133,3.54105
"93088","1998",308,3.639952
"18300","1985",111,3.432149
"17266","1997",355,3.70976
"453","1972",133,4.504222
"83872","2004",639,4.459263
"6485","2004",42,2.910448
"57366","1993",130,3.930332
"17267","1999",107,3.628809
"19399","2000",749,4.203065
"83901","1987",234,3.724023
"33044","1963",340,4.151874
"24508","1996",259,3.857214
"48881","1984",547,3.220928
"99356","2001",106,3.192213
"78741","2003",447,3.536678
"12695","2000",565,3.656484
"68381","2000",441,3.910989
"37646","1971",170,3.512984
"84918","1973",293,3.698467
"58160","1986",315,3.681293
"94014","2003",69,3.963834
"69596","1992",496,3.275178
"32967","2004",832,4.144885
"88233","2004",132,4.194235
"34115","2001",215,3.625289
"83143","1999",393,3.962955
"89469","1988",469,3.709993
"77938","1968",606,3.857216
"41140","2001",318,3.311173
"65371","1968",303,3.796502
"86504","2002",736,3.291538
"16235","2000",389,3.197701
"82244","2002",957,3.553505
"57642","1994",550,3.51308
"70644","2000",747,3.413417
"91920","1954",218,4.241076
"40338","2001",247,3.706658
"70321","1963",132,3.814269
"36146","1992",384,3.623882
"492","1956",539,3.768183
"99523","1984",80,3.60105
"7258","1994",793,3.456954
"30014","2002",736,3.291538
"26040","2000",441,3.910989
"16484","1996",307,3.438131
"12341","1998",580,3.52642
"94665","2000",409,3.512847
"26096","1995",561,3.962252
"91497","1994",626,3.596343
"58931","1989",447,3.306846
"75813","1999",456,2.922018
"71964","1983",239,3.761617
"11010","2000",966,3.750829
"11856","1985",359,3.548677
"58945","2000",855,3.897963
